College Name,Country of Citizenship Name,Head Count - Fall
Georgian College,SOUTH AFRICA,N/A
Georgian College,SRI LANKA,N/A
Georgian College,ST VINCENT AND THE GRENADINES,N/A
Georgian College,TANZANIA UNITED REPUBLIC OF,N/A
Georgian College,TRINIDAD AND TOBAGO,N/A
Georgian College,TURKEY,N/A
Georgian College,UGANDA,N/A
Georgian College,UNITED KINGDOM,23
Georgian College,UNITED STATES,N/A
Georgian College,VENEZUELA,N/A
Georgian College,VIET NAM,N/A
Georgian College,VIRGIN ISLANDS BRITISH,N/A
Georgian College,ZAMBIA,N/A
Georgian College,ZIMBABWE,N/A
Humber College,AFGHANISTAN,30
Humber College,ALBANIA,N/A
Humber College,ANGOLA,N/A
Humber College,ANTIGUA AND BARBUDA,N/A
Humber College,ARGENTINA,N/A
Humber College,ARMENIA,N/A
Humber College,AUSTRALIA,N/A
Humber College,AUSTRIA,N/A
Humber College,AZERBAIJAN,N/A
Humber College,BANGLADESH,41
Humber College,BARBADOS,N/A
Humber College,BELARUS,N/A
Humber College,BELGIUM,N/A
Humber College,BENIN,N/A
Humber College,BERMUDA,N/A
Humber College,BOLIVIA,N/A
Humber College,BOTSWANA,N/A
Humber College,BRAZIL,11
Humber College,BULGARIA,N/A
Humber College,BURUNDI,N/A
Humber College,CAMBODIA,N/A
Humber College,CAMEROON,N/A
Humber College,CANADA,17979
Humber College,CHAD,N/A
Humber College,CHILE,N/A
Humber College,CHINA,99
Humber College,COLOMBIA,46
Humber College,COSTA RICA,N/A
Humber College,CROATIA,N/A
Humber College,CUBA,N/A
Humber College,CZECH REPUBLIC,N/A
Humber College,CÔTE D'IVOIRE,N/A
Humber College,DOMINICA,N/A
Humber College,DOMINICAN REPUBLIC,N/A
Humber College,ECUADOR,N/A
Humber College,EGYPT,16
Humber College,EL SALVADOR,N/A
Humber College,ENGLAND,N/A
Humber College,ERITREA,N/A
Humber College,ETHIOPIA,N/A
Humber College,FINLAND,N/A
Humber College,FRANCE,N/A
Humber College,GEORGIA,N/A
Humber College,GERMANY,N/A
Humber College,GHANA,19
Humber College,GREECE,N/A
Humber College,GRENADA,N/A
Humber College,GUATEMALA,N/A
Humber College,GUINEA,N/A
Humber College,GUYANA,29
Humber College,HAITI,N/A
Humber College,HONDURAS,N/A
Humber College,HONG KONG,N/A
Humber College,HUNGARY,N/A
Humber College,INDIA,272
Humber College,INDONESIA,N/A
Humber College,IRAN,31
Humber College,IRAQ,52
Humber College,ISRAEL,N/A
Humber College,ITALY,N/A
Humber College,JAMAICA,107
Humber College,JAPAN,N/A
Humber College,JORDAN,11
Humber College,KAZAKHSTAN,N/A
Humber College,KENYA,N/A
Humber College,KOREA SOUTH,34
Humber College,KUWAIT,N/A
Humber College,KYRGYZSTAN,N/A
Humber College,LATVIA,N/A
Humber College,LEBANON,N/A
Humber College,LIBERIA,N/A
Humber College,LIBYA,N/A
Humber College,LITHUANIA,N/A
Humber College,MACEDONIA (FYROM),N/A
Humber College,MALAYSIA,N/A
Humber College,MAURITIUS,N/A
Humber College,MEXICO,20
Humber College,"MOLDOVA, REPUBLIC OF",N/A
Humber College,MONTENEGRO,N/A
Humber College,MOROCCO,N/A
Humber College,MYANMAR,N/A
Humber College,NEPAL,21
Humber College,NETHERLANDS,N/A
Humber College,NEW ZEALAND,N/A
Humber College,NICARAGUA,N/A
Humber College,NIGERIA,89
Humber College,NORWAY,N/A
Humber College,NOT REPORTED,55
Humber College,PAKISTAN,84
Humber College,PANAMA,N/A
Humber College,PARAGUAY,N/A
Humber College,PERU,N/A
Humber College,PHILIPPINES,158
Humber College,POLAND,14
Humber College,PORTUGAL,N/A
Humber College,ROMANIA,N/A
Humber College,RUSSIAN FEDERATION,19
Humber College,RWANDA,N/A
Humber College,SAUDI ARABIA,N/A
Humber College,SENEGAL,N/A
Humber College,SERBIA,N/A
Humber College,SIERRA LEONE,N/A
Humber College,SINGAPORE,N/A
Humber College,SLOVAKIA,N/A
Humber College,SOMALIA,10
Humber College,SOUTH AFRICA,N/A
Humber College,SPAIN,N/A
Humber College,SRI LANKA,61
Humber College,ST LUCIA,18
Humber College,SUDAN,N/A
Humber College,SURINAME,N/A
Humber College,SWAZILAND,N/A
Humber College,SWITZERLAND,N/A
Humber College,Syria,N/A
Humber College,TAIWAN,N/A
Humber College,TANZANIA UNITED REPUBLIC OF,N/A
Humber College,TRINIDAD AND TOBAGO,17
Humber College,TUNISIA,N/A
Humber College,TURKEY,19
Humber College,UGANDA,N/A
Humber College,UKRAINE,38
Humber College,UNITED KINGDOM,18
Humber College,UNITED STATES,33
Humber College,URUGUAY,N/A
Humber College,UZBEKISTAN,N/A
Humber College,VENEZUELA,13
Humber College,VIET NAM,17
Humber College,YEMEN,N/A
Humber College,ZAMBIA,N/A
Humber College,ZIMBABWE,N/A
La Cité Collégiale,CANADA,4181
La Cité Collégiale,FRANCE,N/A
Lambton College,CANADA,209
Lambton College,NOT REPORTED,2406
Lambton College,UNITED KINGDOM,N/A
Loyalist College,CANADA,2432
Loyalist College,COLOMBIA,N/A
Loyalist College,EGYPT,N/A
Loyalist College,GHANA,N/A
Loyalist College,GUYANA,N/A
Loyalist College,HAITI,N/A
Loyalist College,HONG KONG,N/A
Loyalist College,INDIA,N/A
Loyalist College,INDONESIA,N/A
Loyalist College,ITALY,N/A
Loyalist College,JAMAICA,N/A
Loyalist College,JORDAN,N/A
Loyalist College,LEBANON,N/A
Loyalist College,NETHERLANDS,N/A
Loyalist College,NIGERIA,N/A
Loyalist College,NOT REPORTED,16
Loyalist College,PAKISTAN,N/A
Loyalist College,ST VINCENT AND THE GRENADINES,N/A
Loyalist College,SUDAN,N/A
Loyalist College,THAILAND,N/A
Loyalist College,UKRAINE,N/A
Loyalist College,UNITED KINGDOM,N/A
Loyalist College,UNITED STATES,N/A
Mohawk College,AFGHANISTAN,N/A
Mohawk College,ALBANIA,N/A
Mohawk College,ARGENTINA,N/A
Mohawk College,BANGLADESH,10
Mohawk College,BARBADOS,N/A
Mohawk College,BOLIVIA,N/A
Mohawk College,BOSNIA AND HERZEGOVINA,N/A
Mohawk College,BOTSWANA,N/A
Mohawk College,BRAZIL,N/A
Mohawk College,BURUNDI,N/A
Mohawk College,CAMEROON,N/A
Mohawk College,CANADA,9917
Mohawk College,CHAD,N/A
Mohawk College,CHINA,44
Mohawk College,COLOMBIA,52
Mohawk College,"CONGO, DEMOCRATIC REPUBLIC OF THE",14
Mohawk College,CROATIA,N/A
Mohawk College,CUBA,N/A
Mohawk College,CZECH REPUBLIC,N/A
Mohawk College,DOMINICAN REPUBLIC,N/A
Mohawk College,EGYPT,N/A
Mohawk College,EL SALVADOR,N/A
Mohawk College,ERITREA,N/A
Mohawk College,ETHIOPIA,N/A
Mohawk College,FINLAND,N/A
Mohawk College,GERMANY,N/A
Mohawk College,GHANA,N/A
Mohawk College,GREECE,N/A
Mohawk College,GUATEMALA,N/A
Mohawk College,GUYANA,N/A
Mohawk College,HAITI,10
Mohawk College,HUNGARY,N/A
Mohawk College,INDIA,34
Mohawk College,IRAN,N/A
Mohawk College,IRAQ,45
Mohawk College,ISRAEL,N/A
Mohawk College,ITALY,N/A
Mohawk College,JAMAICA,14
Mohawk College,JAPAN,N/A
Mohawk College,JORDAN,N/A
Mohawk College,KAZAKHSTAN,N/A
Mohawk College,KENYA,N/A
Mohawk College,KOREA SOUTH,N/A
Mohawk College,LEBANON,N/A
Mohawk College,LIBERIA,N/A
Mohawk College,LIBYA,N/A
Mohawk College,MACAU,N/A
Mohawk College,MALAYSIA,N/A
Mohawk College,MALI,N/A
Mohawk College,MEXICO,13
Mohawk College,MONTENEGRO,N/A
Mohawk College,MOROCCO,N/A
Mohawk College,NEPAL,N/A
Mohawk College,NETHERLANDS,N/A
Mohawk College,NEW ZEALAND,N/A
Mohawk College,NIGERIA,10
Mohawk College,NOT REPORTED,N/A
Mohawk College,PAKISTAN,28
Mohawk College,PALESTINIAN TERRITORY OCCUPIED,N/A
Mohawk College,PHILIPPINES,48
Mohawk College,POLAND,N/A
Mohawk College,PORTUGAL,N/A
Mohawk College,ROMANIA,N/A
Mohawk College,RUSSIAN FEDERATION,N/A
Mohawk College,RWANDA,N/A
Mohawk College,SAUDI ARABIA,N/A
Mohawk College,SERBIA,N/A
Mohawk College,SERBIA AND MONTENEGRO,N/A
Mohawk College,SOMALIA,N/A
Mohawk College,SOUTH AFRICA,N/A
Mohawk College,SRI LANKA,N/A
Mohawk College,ST LUCIA,N/A
Mohawk College,ST VINCENT AND THE GRENADINES,N/A
Mohawk College,SUDAN,N/A
Mohawk College,Syria,N/A
Mohawk College,TAIWAN,N/A
Mohawk College,THAILAND,N/A
Mohawk College,TRINIDAD AND TOBAGO,N/A
Mohawk College,TUNISIA,N/A
Mohawk College,TURKEY,N/A
Mohawk College,TURKMENISTAN,N/A
Mohawk College,UGANDA,N/A
Mohawk College,UKRAINE,N/A
Mohawk College,UNITED KINGDOM,12
Mohawk College,UNITED STATES,14
Mohawk College,VENEZUELA,N/A
Mohawk College,VIET NAM,N/A
Mohawk College,ZIMBABWE,12
Niagara College,AFGHANISTAN,N/A
Niagara College,AUSTRALIA,N/A
Niagara College,BARBADOS,N/A
Niagara College,BELARUS,N/A
Niagara College,BENIN,N/A
Niagara College,BRAZIL,N/A
Niagara College,BURUNDI,N/A
Niagara College,CAMEROON,N/A
Niagara College,CANADA,7199
Niagara College,CHILE,N/A
Niagara College,CHINA,12
Niagara College,COLOMBIA,23
Niagara College,"CONGO, DEMOCRATIC REPUBLIC OF THE",N/A
Niagara College,CROATIA,N/A
Niagara College,DOMINICAN REPUBLIC,N/A
Niagara College,ECUADOR,N/A
Niagara College,EGYPT,N/A
Niagara College,EL SALVADOR,N/A
Niagara College,ERITREA,N/A
Niagara College,ETHIOPIA,N/A
Niagara College,GERMANY,N/A
Niagara College,GHANA,N/A
Niagara College,GUATEMALA,N/A
Niagara College,HAITI,13
Niagara College,HUNGARY,N/A
Niagara College,INDIA,N/A
Niagara College,IRAQ,N/A
Niagara College,ISRAEL,N/A
Niagara College,ITALY,N/A
Niagara College,JAMAICA,N/A
Niagara College,JAPAN,N/A
Niagara College,JORDAN,N/A
Niagara College,KENYA,N/A
Niagara College,KOREA SOUTH,N/A
Niagara College,LATVIA,N/A
Niagara College,LEBANON,N/A
Niagara College,LIBERIA,N/A
Niagara College,MEXICO,N/A
Niagara College,NEPAL,N/A
Niagara College,NETHERLANDS,N/A
Niagara College,NIGERIA,N/A
Niagara College,NOT REPORTED,56
Niagara College,PAKISTAN,N/A
Niagara College,PERU,N/A
Niagara College,PHILIPPINES,11
Niagara College,POLAND,N/A
Niagara College,RUSSIAN FEDERATION,N/A
Niagara College,RWANDA,N/A
Niagara College,SERBIA,N/A
Niagara College,SRI LANKA,N/A
Niagara College,ST LUCIA,N/A
Niagara College,ST VINCENT AND THE GRENADINES,N/A
Niagara College,SUDAN,N/A
Niagara College,SWAZILAND,N/A
Niagara College,TANZANIA UNITED REPUBLIC OF,N/A
Niagara College,TRINIDAD AND TOBAGO,N/A
Niagara College,TURKEY,N/A
Niagara College,UGANDA,N/A
Niagara College,UKRAINE,N/A
Niagara College,UNITED ARAB EMIRATES,N/A
Niagara College,UNITED KINGDOM,N/A
Niagara College,UNITED STATES,10
Niagara College,VENEZUELA,N/A
Niagara College,VIET NAM,N/A
Niagara College,ZIMBABWE,N/A
Northern College,BANGLADESH,N/A
Northern College,CANADA,1018
Northern College,CHILE,N/A
Northern College,CHINA,N/A
Northern College,GHANA,N/A
Northern College,GUYANA,N/A
Northern College,IRAQ,N/A
Northern College,NOT REPORTED,N/A
Northern College,UGANDA,N/A
Northern College,UNITED KINGDOM,N/A
Sault College,CANADA,2123
Sault College,NOT REPORTED,N/A
Sault College,UNITED STATES,N/A
Seneca College,AFGHANISTAN,51
Seneca College,ALBANIA,10
Seneca College,ALGERIA,N/A
Seneca College,ANGOLA,N/A
Seneca College,ANTIGUA AND BARBUDA,N/A
Seneca College,ARGENTINA,N/A
Seneca College,ARMENIA,N/A
Seneca College,AUSTRALIA,N/A
Seneca College,AUSTRIA,N/A
Seneca College,AZERBAIJAN,N/A
Seneca College,BAHAMAS,N/A
Seneca College,BAHRAIN,N/A
Seneca College,BANGLADESH,69
Seneca College,BARBADOS,N/A
Seneca College,BELARUS,11
Seneca College,BENIN,N/A
Seneca College,BERMUDA,N/A
Seneca College,BOLIVIA,N/A
Seneca College,BOSNIA AND HERZEGOVINA,N/A
Seneca College,BOTSWANA,N/A
Seneca College,BRAZIL,13
Seneca College,BULGARIA,N/A
Seneca College,BURUNDI,N/A
Seneca College,CAMBODIA,N/A
Seneca College,CAMEROON,N/A
Seneca College,CANADA,13786
Seneca College,CHILE,N/A
Seneca College,CHINA,573
Seneca College,COLOMBIA,53
Seneca College,"CONGO, DEMOCRATIC REPUBLIC OF THE",N/A
Seneca College,COSTA RICA,N/A
Seneca College,CROATIA,N/A
Seneca College,CUBA,N/A
Seneca College,CZECH REPUBLIC,N/A
Seneca College,CÔTE D'IVOIRE,N/A
Seneca College,DJIBOUTI,N/A
Seneca College,DOMINICA,N/A
Seneca College,DOMINICAN REPUBLIC,N/A
Seneca College,ECUADOR,11
Seneca College,EGYPT,18
Seneca College,EL SALVADOR,10
Seneca College,ENGLAND,N/A
Seneca College,ERITREA,11
Seneca College,ESTONIA,N/A
Seneca College,ETHIOPIA,12
Seneca College,FRANCE,N/A
Seneca College,GAMBIA,N/A
Seneca College,GEORGIA,N/A
Seneca College,GERMANY,N/A
Seneca College,GHANA,24
Seneca College,GREECE,N/A
Seneca College,GRENADA,N/A
Seneca College,GUATEMALA,N/A
Seneca College,GUINEA,N/A
Seneca College,GUYANA,24
Seneca College,HAITI,10
Seneca College,HONDURAS,N/A
Seneca College,HONG KONG,17
Seneca College,HUNGARY,N/A
Seneca College,INDIA,171
Seneca College,INDONESIA,N/A
Seneca College,IRAN,152
Seneca College,IRAQ,56
Seneca College,IRELAND REPUBLIC OF (EIRE),N/A
Seneca College,ISRAEL,33
Seneca College,JAMAICA,72
Seneca College,JAPAN,N/A
Seneca College,JORDAN,N/A
Seneca College,KAZAKHSTAN,N/A
Seneca College,KENYA,10
Seneca College,KOREA NORTH,N/A
Seneca College,KOREA SOUTH,95
Seneca College,KYRGYZSTAN,N/A
Seneca College,LATVIA,N/A
Seneca College,LEBANON,N/A
Seneca College,LIBERIA,N/A
Seneca College,LIBYA,N/A
Seneca College,LITHUANIA,N/A
Seneca College,MACEDONIA (FYROM),N/A
Seneca College,MALAYSIA,N/A
Seneca College,MAURITIUS,N/A
Seneca College,MEXICO,17
Seneca College,"MOLDOVA, REPUBLIC OF",17
Seneca College,MONGOLIA,N/A
Seneca College,MOROCCO,N/A
Seneca College,MYANMAR,N/A
Seneca College,NEPAL,16
Seneca College,NETHERLANDS,N/A
Seneca College,NEW ZEALAND,N/A
Seneca College,NICARAGUA,N/A
Seneca College,NIGERIA,54
Seneca College,NORWAY,N/A
Seneca College,NOT APPLICABLE,N/A
Seneca College,NOT REPORTED,428
Seneca College,PAKISTAN,99
Seneca College,PALESTINIAN TERRITORY OCCUPIED,N/A
Seneca College,PANAMA,N/A
Seneca College,PERU,N/A
Seneca College,PHILIPPINES,263
Seneca College,POLAND,N/A
Seneca College,PORTUGAL,N/A
Seneca College,ROMANIA,10
Seneca College,RUSSIAN FEDERATION,43
Seneca College,RWANDA,N/A
Seneca College,SAUDI ARABIA,N/A
Seneca College,SERBIA,N/A
Seneca College,SERBIA AND MONTENEGRO,N/A
Seneca College,SIERRA LEONE,N/A
Seneca College,SINGAPORE,N/A
Seneca College,SOMALIA,N/A
Seneca College,SOUTH AFRICA,N/A
Seneca College,SPAIN,N/A
Seneca College,SRI LANKA,107
Seneca College,ST KITTS AND NEVIS,N/A
Seneca College,ST LUCIA,18
Seneca College,ST VINCENT AND THE GRENADINES,11
Seneca College,SUDAN,N/A
Seneca College,SWAZILAND,N/A
Seneca College,SWEDEN,N/A
Seneca College,Syria,N/A
Seneca College,TAIWAN,13
Seneca College,TANZANIA UNITED REPUBLIC OF,N/A
Seneca College,THAILAND,N/A
Seneca College,TRINIDAD AND TOBAGO,14
Seneca College,TUNISIA,N/A
Seneca College,TURKEY,17
Seneca College,TURKMENISTAN,N/A
Seneca College,UGANDA,N/A
Seneca College,UKRAINE,30
Seneca College,UNITED ARAB EMIRATES,N/A
Seneca College,UNITED KINGDOM,14
Seneca College,UNITED STATES,37
Seneca College,URUGUAY,N/A
Seneca College,UZBEKISTAN,N/A
Seneca College,VENEZUELA,N/A
Seneca College,VIET NAM,14
Seneca College,VIRGIN ISLANDS U.S.,N/A
Seneca College,YEMEN,N/A
Seneca College,ZAMBIA,N/A
Seneca College,ZIMBABWE,N/A
Sheridan College,AFGHANISTAN,14
Sheridan College,ALBANIA,N/A
Sheridan College,AMERICAN SAMOA,N/A
Sheridan College,ANTIGUA AND BARBUDA,N/A
Sheridan College,ARGENTINA,N/A
Sheridan College,AUSTRALIA,N/A
Sheridan College,BAHRAIN,N/A
Sheridan College,BANGLADESH,12
Sheridan College,BARBADOS,N/A
Sheridan College,BELARUS,N/A
Sheridan College,BERMUDA,N/A
Sheridan College,BRAZIL,N/A
Sheridan College,BULGARIA,N/A
Sheridan College,CAMEROON,N/A
Sheridan College,CANADA,12635
Sheridan College,CHILE,N/A
Sheridan College,CHINA,81
Sheridan College,COLOMBIA,33
Sheridan College,"CONGO, DEMOCRATIC REPUBLIC OF THE",N/A
Sheridan College,COSTA RICA,N/A
Sheridan College,CROATIA,N/A
Sheridan College,CUBA,N/A
Sheridan College,CZECH REPUBLIC,N/A
Sheridan College,CÔTE D'IVOIRE,N/A
Sheridan College,DOMINICA,N/A
Sheridan College,DOMINICAN REPUBLIC,N/A
Sheridan College,ECUADOR,N/A
Sheridan College,EGYPT,23
Sheridan College,EL SALVADOR,N/A
Sheridan College,ERITREA,N/A
Sheridan College,ESTONIA,N/A
Sheridan College,ETHIOPIA,N/A
Sheridan College,FRANCE,N/A
Sheridan College,GERMANY,N/A
Sheridan College,GHANA,N/A
Sheridan College,GRENADA,N/A
Sheridan College,GUATEMALA,N/A
Sheridan College,GUINEA,N/A
Sheridan College,GUYANA,11
Sheridan College,HAITI,N/A
Sheridan College,HONG KONG,N/A
Sheridan College,HUNGARY,N/A
Sheridan College,INDIA,221
Sheridan College,INDONESIA,N/A
Sheridan College,IRAN,10
Sheridan College,IRAQ,39
Sheridan College,IRELAND REPUBLIC OF (EIRE),N/A
Sheridan College,ISRAEL,N/A
Sheridan College,ITALY,N/A
Sheridan College,JAMAICA,36
Sheridan College,JAPAN,N/A
Sheridan College,JORDAN,20
Sheridan College,KENYA,N/A
Sheridan College,KOREA SOUTH,44
Sheridan College,KUWAIT,N/A
Sheridan College,LEBANON,N/A
Sheridan College,LIBERIA,N/A
Sheridan College,MACEDONIA (FYROM),N/A
Sheridan College,MALAYSIA,N/A
Sheridan College,MAURITIUS,N/A
Sheridan College,MEXICO,11
Sheridan College,MONGOLIA,N/A
Sheridan College,MOROCCO,N/A
Sheridan College,NEPAL,11
Sheridan College,NETHERLANDS,N/A
Sheridan College,NEW ZEALAND,N/A
Sheridan College,NIGERIA,34
Sheridan College,NOT REPORTED,541
Sheridan College,PAKISTAN,126
Sheridan College,PALESTINIAN TERRITORY OCCUPIED,10
Sheridan College,PARAGUAY,N/A
Sheridan College,PERU,N/A
Sheridan College,PHILIPPINES,97
Sheridan College,POLAND,14
Sheridan College,PORTUGAL,N/A
Sheridan College,ROMANIA,N/A
Sheridan College,RUSSIAN FEDERATION,N/A
Sheridan College,RWANDA,N/A
Sheridan College,SAUDI ARABIA,N/A
Sheridan College,SERBIA,N/A
Sheridan College,SINGAPORE,N/A
Sheridan College,SOUTH AFRICA,N/A
Sheridan College,SPAIN,N/A
Sheridan College,SRI LANKA,19
Sheridan College,ST LUCIA,N/A
Sheridan College,ST VINCENT AND THE GRENADINES,N/A
Sheridan College,SUDAN,N/A
Sheridan College,Syria,N/A
Sheridan College,TAIWAN,N/A
Sheridan College,TANZANIA UNITED REPUBLIC OF,N/A
Sheridan College,THAILAND,N/A
Sheridan College,TRINIDAD AND TOBAGO,14
Sheridan College,TURKEY,N/A
Sheridan College,UGANDA,N/A
Sheridan College,UKRAINE,N/A
Sheridan College,UNITED ARAB EMIRATES,N/A
Sheridan College,UNITED KINGDOM,24
Sheridan College,UNITED STATES,18
Sheridan College,URUGUAY,N/A
Sheridan College,VENEZUELA,N/A
Sheridan College,VIET NAM,11
Sheridan College,YEMEN,N/A
Sheridan College,ZAMBIA,N/A
Sheridan College,ZIMBABWE,N/A
Sir Sandford Fleming College,AFGHANISTAN,N/A
Sir Sandford Fleming College,ALBANIA,N/A
Sir Sandford Fleming College,ARGENTINA,N/A
Sir Sandford Fleming College,AUSTRALIA,N/A
Sir Sandford Fleming College,AUSTRIA,N/A
Sir Sandford Fleming College,BANGLADESH,N/A
Sir Sandford Fleming College,BARBADOS,N/A
Sir Sandford Fleming College,BELARUS,N/A
Sir Sandford Fleming College,BOSNIA AND HERZEGOVINA,N/A
Sir Sandford Fleming College,BRAZIL,N/A
Sir Sandford Fleming College,BULGARIA,N/A
Sir Sandford Fleming College,CAMEROON,N/A
Sir Sandford Fleming College,CANADA,5071
Sir Sandford Fleming College,CHILE,N/A
Sir Sandford Fleming College,CHINA,N/A
Sir Sandford Fleming College,COLOMBIA,N/A
Sir Sandford Fleming College,"CONGO, DEMOCRATIC REPUBLIC OF THE",N/A
Sir Sandford Fleming College,CROATIA,N/A
Sir Sandford Fleming College,CUBA,N/A
Sir Sandford Fleming College,DOMINICAN REPUBLIC,N/A
Sir Sandford Fleming College,ECUADOR,N/A
Sir Sandford Fleming College,EGYPT,N/A
Sir Sandford Fleming College,ERITREA,N/A
Sir Sandford Fleming College,ETHIOPIA,N/A
Sir Sandford Fleming College,GERMANY,N/A
Sir Sandford Fleming College,GHANA,N/A
Sir Sandford Fleming College,GRENADA,N/A
Sir Sandford Fleming College,GUATEMALA,N/A
Sir Sandford Fleming College,GUYANA,N/A
Sir Sandford Fleming College,HONG KONG,N/A
Sir Sandford Fleming College,INDIA,14
Sir Sandford Fleming College,INDONESIA,N/A
Sir Sandford Fleming College,IRAN,N/A
Sir Sandford Fleming College,IRELAND REPUBLIC OF (EIRE),N/A
Sir Sandford Fleming College,ITALY,N/A
Sir Sandford Fleming College,JAMAICA,10
Sir Sandford Fleming College,KENYA,N/A
Sir Sandford Fleming College,KOREA SOUTH,N/A
Sir Sandford Fleming College,KUWAIT,N/A
Sir Sandford Fleming College,KYRGYZSTAN,N/A
Sir Sandford Fleming College,LATVIA,N/A
Sir Sandford Fleming College,LIBERIA,N/A
Sir Sandford Fleming College,MACEDONIA (FYROM),N/A
Sir Sandford Fleming College,"MOLDOVA, REPUBLIC OF",N/A
Sir Sandford Fleming College,NEPAL,N/A
Sir Sandford Fleming College,NETHERLANDS,N/A
Sir Sandford Fleming College,NIGERIA,N/A
Sir Sandford Fleming College,NOT REPORTED,125
Sir Sandford Fleming College,PAKISTAN,N/A
Sir Sandford Fleming College,PAPUA NEW GUINEA,N/A
Sir Sandford Fleming College,PERU,N/A
Sir Sandford Fleming College,PHILIPPINES,10
Sir Sandford Fleming College,POLAND,N/A
Sir Sandford Fleming College,PORTUGAL,N/A
Sir Sandford Fleming College,QATAR,N/A
Sir Sandford Fleming College,ROMANIA,N/A
Sir Sandford Fleming College,RUSSIAN FEDERATION,N/A
Sir Sandford Fleming College,SAUDI ARABIA,N/A
Sir Sandford Fleming College,SERBIA,N/A
Sir Sandford Fleming College,SLOVAKIA,N/A
Sir Sandford Fleming College,SOUTH AFRICA,N/A
Sir Sandford Fleming College,SPAIN,N/A
Sir Sandford Fleming College,SRI LANKA,N/A
Sir Sandford Fleming College,SUDAN,N/A
Sir Sandford Fleming College,THAILAND,N/A
Sir Sandford Fleming College,TRINIDAD AND TOBAGO,N/A
Sir Sandford Fleming College,UKRAINE,N/A
Sir Sandford Fleming College,UNITED KINGDOM,28
Sir Sandford Fleming College,UNITED STATES,19
Sir Sandford Fleming College,VENEZUELA,N/A
Sir Sandford Fleming College,ZAMBIA,N/A
Sir Sandford Fleming College,ZIMBABWE,N/A
St. Clair College,AFGHANISTAN,N/A
St. Clair College,ALBANIA,N/A
St. Clair College,AMERICAN SAMOA,N/A
St. Clair College,ARGENTINA,N/A
St. Clair College,BANGLADESH,16
St. Clair College,BOLIVIA,N/A
St. Clair College,BOSNIA AND HERZEGOVINA,N/A
St. Clair College,BRAZIL,N/A
St. Clair College,CANADA,6949
St. Clair College,CHINA,N/A
St. Clair College,INDIA,N/A
St. Clair College,IRAN,N/A
St. Clair College,JORDAN,N/A
St. Clair College,NOT REPORTED,327
St. Clair College,Syria,N/A
St. Clair College,UNITED ARAB EMIRATES,N/A
St. Lawrence College,BRAZIL,N/A
St. Lawrence College,CANADA,5386
St. Lawrence College,HUNGARY,N/A
St. Lawrence College,NIGERIA,N/A
St. Lawrence College,PAKISTAN,N/A
St. Lawrence College,UNITED STATES,N/A
