#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,C-40513,B,B01,-1,-1,3,20,15,"Senior managers - trade, broadcasting and other services, n.e.c.","Cadres supérieurs/cadres supérieures - commerce, radiotélédiffusion et autres services, n.c.a."
Program,G-71304,T,T03,-1,-1,5,7,15,"Senior managers - trade, broadcasting and other services, n.e.c.","Cadres supérieurs/cadres supérieures - commerce, radiotélédiffusion et autres services, n.c.a."
Program,G-70516,B,B01,-1,-1,5,1,16,"Senior managers - construction, transportation, production and utilities","Cadres supérieurs/cadres supérieures - construction, transport, production et services d'utilité publique"
Program,G-70102,B,B07,-1,-1,2,8,111,Financial managers,Directeurs financiers/directrices financières
Program,G-70724,A,A17,-1,-1,4,7,111,Financial managers,Directeurs financiers/directrices financières
Program,C-42400,B,B07,-1,-1,4,2,111,Financial managers,Directeurs financiers/directrices financières
Program,G-72801,B,B07,-1,-1,5,4,111,Financial managers,Directeurs financiers/directrices financières
Cl,-1,B,B11,-1,-1,5,3,112,Human resources managers,Directeurs/directrices des ressources humaines
Program,A-63111,B,B05,-1,-1,1,25,112,Human resources managers,Directeurs/directrices des ressources humaines
Program,B-80223,B,B11,-1,-1,4,4,112,Human resources managers,Directeurs/directrices des ressources humaines
Program,G-70223,B,B11,-1,-1,4,3,112,Human resources managers,Directeurs/directrices des ressources humaines
Program,A-63905,A,A08,-1,-1,4,2,114,Other administrative services managers,Directeurs/directrices d'autres services administratifs
Program,G-71005,T,T07,-1,-1,4,4,114,Other administrative services managers,Directeurs/directrices d'autres services administratifs
Program,D-50703,A,A17,-1,-1,5,2,114,Other administrative services managers,Directeurs/directrices d'autres services administratifs
Program,B-80509,T,T06,-1,-1,5,3,121,"Insurance, real estate and financial brokerage managers","Directeurs/directrices des assurances, de l'immobilier et du courtage financier"
Program,A-62907,B,B12,-1,-1,5,3,121,"Insurance, real estate and financial brokerage managers","Directeurs/directrices des assurances, de l'immobilier et du courtage financier"
Cl,-1,A,A16,-1,-1,3,2,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-51914,A,A02,-1,-1,2,13,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,C-41907,A,A09,-1,-1,2,25,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-72104,A,A04,-1,-1,2,6,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-79410,A,A01,-1,-1,3,11,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-70216,B,B06,-1,-1,3,5,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-72939,B,B12,-1,-1,3,8,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-50243,A,A16,-1,-1,3,3,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,A-60243,A,A16,-1,-1,3,4,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-72204,B,B12,-1,-1,3,4,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-70243,A,A16,-1,-1,3,2,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-51800,A,A05,-1,-1,4,6,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-70236,B,B06,-1,-1,4,1,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-52102,A,A04,-1,-1,4,6,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,G-72900,B,B12,-1,-1,4,3,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,A-62909,B,B12,-1,-1,5,4,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-52907,B,B12,-1,-1,5,3,124,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques"
Program,D-51634,H,H01,-1,-1,4,2,125,Other business services managers,Directeurs/directrices d'autres services aux entreprises
Program,D-53303,H,H01,-1,-1,2,0,131,Telecommunication carriers managers,Directeurs/directrices d'entreprises de télécommunications
Program,B-81304,T,T03,-1,-1,4,4,212,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences
Program,G-71304,T,T03,-1,-1,5,7,212,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences
Program,G-71305,T,T03,-1,-1,5,2,212,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences
Program,G-71651,H,H01,-1,-1,4,6,213,Computer and information systems managers,Gestionnaires des systèmes informatiques
Program,A-63002,A,A10,-1,-1,5,2,213,Computer and information systems managers,Gestionnaires des systèmes informatiques
Program,G-71621,H,H01,-1,-1,2,6,311,Managers in health care,Directeurs/directrices des soins de santé
Program,G-70708,A,A17,-1,-1,1,11,411,Government managers - health and social policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé
Program,G-73009,A,A10,-1,-1,2,9,414,Other managers in public administration,Autres gestionnaires de la fonction publique
Program,B-81907,A,A02,-1,-1,3,2,421,Administrators - post-secondary education and vocational training,Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle.
Program,B-80701,A,A13,-1,-1,5,2,423,"Managers in social, community and correctional services","Directeurs/directrices des services sociaux, communautaires et correctionnels"
Program,C-42201,B,B16,-1,-1,1,20,433,Commissioned officers of the Canadian Forces,Officiers/officières de direction des Forces canadiennes
Program,A-68500,T,T17,-1,-1,3,5,433,Commissioned officers of the Canadian Forces,Officiers/officières de direction des Forces canadiennes
Program,G-79406,A,A01,-1,-1,2,14,512,"Managers - publishing, motion pictures, broadcasting and performing arts","Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène"
Program,A-61914,A,A02,-1,-1,2,10,512,"Managers - publishing, motion pictures, broadcasting and performing arts","Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène"
Program,D-51829,A,A01,-1,-1,4,8,512,"Managers - publishing, motion pictures, broadcasting and performing arts","Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène"
Program,G-79001,A,A01,-1,-1,4,5,512,"Managers - publishing, motion pictures, broadcasting and performing arts","Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène"
Program,G-72211,A,A15,-1,-1,3,8,513,"Recreation, sports and fitness program and service directors","Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique"
Program,A-62211,A,A15,-1,-1,3,9,513,"Recreation, sports and fitness program and service directors","Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique"
Program,B-83205,B,B16,-1,-1,4,7,513,"Recreation, sports and fitness program and service directors","Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique"
Program,B-82220,B,B06,-1,-1,5,5,513,"Recreation, sports and fitness program and service directors","Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique"
Program,G-72231,A,A15,-1,-1,5,5,513,"Recreation, sports and fitness program and service directors","Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique"
Cl,-1,A,A19,-1,-1,2,3,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,D-50704,A,A19,-1,-1,2,8,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,B-80200,B,B06,-1,-1,2,9,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,G-70225,B,B06,-1,-1,2,7,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,D-50500,B,B01,-1,-1,3,8,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,G-72939,B,B12,-1,-1,3,8,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,D-53704,T,T19,-1,-1,3,13,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,G-70204,B,B06,-1,-1,3,7,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,B-80203,B,B06,-1,-1,4,6,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,D-52907,B,B12,-1,-1,5,3,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,A-63205,B,B16,-1,-1,5,7,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Cl,-1,B,B14,-1,-1,1,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Cl,-1,B,B06,-1,-1,1,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Cl,-1,B,B12,-1,-1,3,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Cl,-1,A,A06,-1,-1,5,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Cl,-1,A,A03,-1,-1,5,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-81831,A,A01,-1,-1,1,50,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51802,A,A05,-1,-1,1,13,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-83209,B,B17,-1,-1,1,14,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52211,A,A15,-1,-1,1,40,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-40231,B,B14,-1,-1,1,16,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-40208,B,B06,-1,-1,1,9,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70233,B,B06,-1,-1,1,11,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80202,B,B06,-1,-1,1,10,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52909,B,B12,-1,-1,1,25,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-81823,A,A03,-1,-1,1,22,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70208,B,B06,-1,-1,1,10,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70202,B,B06,-1,-1,1,7,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50200,B,B06,-1,-1,1,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-40719,A,A09,-1,-1,2,7,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-53001,A,A10,-1,-1,2,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80243,A,A16,-1,-1,2,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80200,B,B06,-1,-1,2,9,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70225,B,B06,-1,-1,2,7,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-42929,B,B12,-1,-1,2,33,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51806,A,A06,-1,-1,2,17,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-40205,A,A09,-1,-1,2,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-82220,B,B06,-1,-1,2,10,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52907,B,B12,-1,-1,2,7,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70231,B,B14,-1,-1,2,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80203,B,B06,-1,-1,2,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-62909,B,B12,-1,-1,2,13,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52928,B,B12,-1,-1,2,21,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70200,B,B06,-1,-1,2,9,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-55901,A,A03,-1,-1,2,14,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52936,B,B12,-1,-1,2,10,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-82907,B,B12,-1,-1,2,18,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-55900,A,A03,-1,-1,2,13,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-53016,A,A10,-1,-1,3,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-72939,B,B12,-1,-1,3,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-41602,H,H02,-1,-1,3,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-61618,H,H03,-1,-1,3,1,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-41023,T,T17,-1,-1,3,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-70212,B,B06,-1,-1,3,11,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60231,B,B14,-1,-1,3,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51611,H,H03,-1,-1,3,1,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50243,A,A16,-1,-1,3,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50231,B,B14,-1,-1,3,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51837,A,A04,-1,-1,3,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-43901,A,A08,-1,-1,3,14,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-62907,B,B12,-1,-1,3,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51831,A,A01,-1,-1,3,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52937,A,A03,-1,-1,3,7,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50202,B,B06,-1,-1,3,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51825,A,A03,-1,-1,3,9,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52900,B,B12,-1,-1,3,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60200,B,B06,-1,-1,3,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51830,A,A01,-1,-1,4,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-46405,T,T02,-1,-1,4,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-61833,A,A04,-1,-1,4,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-58900,B,B13,-1,-1,4,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60243,A,A16,-1,-1,4,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60204,B,B06,-1,-1,4,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-52209,A,A15,-1,-1,4,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-62900,B,B12,-1,-1,4,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80701,A,A13,-1,-1,5,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50703,A,A17,-1,-1,5,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80103,B,B07,-1,-1,5,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-61823,A,A03,-1,-1,5,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-51823,A,A03,-1,-1,5,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-72909,B,B12,-1,-1,5,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60201,B,B07,-1,-1,5,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-60223,B,B11,-1,-1,5,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Cl,-1,B,B17,-1,-1,3,10,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Cl,-1,B,B14,-1,-1,5,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Cl,-1,B,B05,-1,-1,5,3,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,B-83209,B,B17,-1,-1,1,14,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,A-63205,B,B16,-1,-1,1,13,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53211,B,B17,-1,-1,1,20,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53201,B,B17,-1,-1,1,29,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70225,B,B06,-1,-1,2,7,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-43113,B,B17,-1,-1,2,25,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,B-82220,B,B06,-1,-1,2,10,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70231,B,B14,-1,-1,2,6,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,A-63702,T,T03,-1,-1,2,9,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53209,B,B17,-1,-1,2,14,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-58900,B,B13,-1,-1,2,8,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,B-83200,B,B17,-1,-1,2,12,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-42209,A,A15,-1,-1,3,8,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-73107,B,B05,-1,-1,3,3,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70216,B,B06,-1,-1,3,5,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-52303,H,H01,-1,-1,3,11,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,A-62209,A,A15,-1,-1,3,3,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70212,B,B06,-1,-1,3,11,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-43201,B,B17,-1,-1,3,11,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-50231,B,B14,-1,-1,3,5,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,A-63200,B,B17,-1,-1,3,9,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-72205,B,B16,-1,-1,3,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-52204,B,B17,-1,-1,3,9,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-54701,A,A09,-1,-1,3,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53200,B,B17,-1,-1,3,10,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-77002,T,T09,-1,-1,4,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-72711,T,T11,-1,-1,4,9,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-52202,B,B16,-1,-1,4,5,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-52205,B,B16,-1,-1,4,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-73201,B,B17,-1,-1,4,9,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53204,B,B17,-1,-1,4,11,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70208,B,B06,-1,-1,4,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-40205,A,A09,-1,-1,5,4,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-70233,B,B06,-1,-1,5,5,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-43107,B,B05,-1,-1,5,3,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,D-53107,B,B05,-1,-1,5,3,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,B-83209,B,B17,-1,-1,1,14,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,G-70237,B,B06,-1,-1,1,33,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,D-51833,A,A04,-1,-1,2,20,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,G-70705,A,A10,-1,-1,3,5,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,D-50500,B,B01,-1,-1,3,8,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,A-62709,T,T11,-1,-1,4,5,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,B-83200,B,B17,-1,-1,4,10,632,Accommodation service managers,Directeurs/directrices des services d'hébergement
Program,D-54205,T,T11,-1,-1,3,8,651,"Managers in customer and personal services, n.e.c.","Directeurs/directrices du service à la clientèle et des services personnels, n.c.a."
Program,G-70231,B,B14,-1,-1,4,3,651,"Managers in customer and personal services, n.e.c.","Directeurs/directrices du service à la clientèle et des services personnels, n.c.a."
Program,D-53401,A,A03,-1,-1,4,1,651,"Managers in customer and personal services, n.e.c.","Directeurs/directrices du service à la clientèle et des services personnels, n.c.a."
Program,D-53400,A,A03,-1,-1,5,1,651,"Managers in customer and personal services, n.e.c.","Directeurs/directrices du service à la clientèle et des services personnels, n.c.a."
Cl,-1,T,T04,-1,-1,2,12,711,Construction managers,Directeurs/directrices de la construction
Cl,-1,T,T01,-1,-1,3,9,711,Construction managers,Directeurs/directrices de la construction
Program,G-78223,B,B06,-1,-1,1,67,711,Construction managers,Directeurs/directrices de la construction
Program,G-78200,T,T04,-1,-1,1,89,711,Construction managers,Directeurs/directrices de la construction
Program,B-88200,T,T04,-1,-1,1,31,711,Construction managers,Directeurs/directrices de la construction
Program,G-78222,T,T04,-1,-1,1,48,711,Construction managers,Directeurs/directrices de la construction
Program,B-88201,T,T04,-1,-1,1,53,711,Construction managers,Directeurs/directrices de la construction
Program,A-68200,T,T04,-1,-1,1,26,711,Construction managers,Directeurs/directrices de la construction
Program,G-70225,B,B06,-1,-1,2,7,711,Construction managers,Directeurs/directrices de la construction
Program,G-78205,T,T04,-1,-1,2,10,711,Construction managers,Directeurs/directrices de la construction
Program,C-48205,T,T04,-1,-1,2,11,711,Construction managers,Directeurs/directrices de la construction
Program,G-70207,B,B06,-1,-1,2,5,711,Construction managers,Directeurs/directrices de la construction
Program,D-58200,T,T04,-1,-1,2,12,711,Construction managers,Directeurs/directrices de la construction
Program,A-61003,T,T04,-1,-1,2,7,711,Construction managers,Directeurs/directrices de la construction
Program,G-70216,B,B06,-1,-1,3,5,711,Construction managers,Directeurs/directrices de la construction
Program,D-57700,T,T04,-1,-1,3,3,711,Construction managers,Directeurs/directrices de la construction
Program,C-40231,B,B14,-1,-1,3,6,711,Construction managers,Directeurs/directrices de la construction
Program,A-67600,T,T12,-1,-1,3,6,711,Construction managers,Directeurs/directrices de la construction
Program,A-60600,T,T01,-1,-1,3,9,711,Construction managers,Directeurs/directrices de la construction
Program,A-68205,T,T04,-1,-1,4,5,711,Construction managers,Directeurs/directrices de la construction
Program,G-71005,T,T07,-1,-1,4,4,711,Construction managers,Directeurs/directrices de la construction
Program,D-50600,T,T01,-1,-1,4,5,711,Construction managers,Directeurs/directrices de la construction
Program,D-51003,T,T04,-1,-1,4,6,711,Construction managers,Directeurs/directrices de la construction
Cl,-1,T,T12,-1,-1,4,4,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,C-48206,T,T04,-1,-1,1,50,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,D-55503,T,T09,-1,-1,2,4,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,A-67600,T,T12,-1,-1,3,6,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,D-58100,T,T04,-1,-1,3,3,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,D-57600,T,T12,-1,-1,3,8,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,C-47700,T,T04,-1,-1,5,3,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,C-42203,A,A15,-1,-1,1,100,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,C-45503,T,T09,-1,-1,1,100,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,G-78223,B,B06,-1,-1,2,33,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,D-52219,A,A15,-1,-1,3,8,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,B-87000,T,T09,-1,-1,4,3,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,B-82220,B,B06,-1,-1,5,5,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,A-60231,B,B14,-1,-1,5,4,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,B-88200,T,T04,-1,-1,5,5,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,A-60209,T,T07,-1,-1,2,11,731,Managers in transportation,Directeurs/directrices des transports
Program,B-80272,B,B01,-1,-1,4,4,731,Managers in transportation,Directeurs/directrices des transports
Program,D-52907,B,B12,-1,-1,5,3,731,Managers in transportation,Directeurs/directrices des transports
Program,G-72711,T,T11,-1,-1,1,27,821,Managers in agriculture,Gestionnaires en agriculture
Program,C-42700,T,T11,-1,-1,2,14,821,Managers in agriculture,Gestionnaires en agriculture
Program,D-53701,T,T03,-1,-1,2,12,821,Managers in agriculture,Gestionnaires en agriculture
Program,D-53902,A,A08,-1,-1,2,29,822,Managers in horticulture,Gestionnaires en horticulture
