Variable Name (Nom de la variable),English Description,Description français
NAICS_CODE_RANK,Rank Percentage,Pourcentage de rang
NAICS_CODE_PERCENTAGE ,Percentage,Pourcentage
NAICS_CODE,NAICS Code,SCIAN CODE
NAICS_DESCRIPTION_ENGLISH,Industry Name,Désignation du secteur industriel
NAICS _DESCRIPTION_FRENCH,Industry Name,Désignation du secteur industriel
