S_MTCU,COLL_RGN_CD,COLL_CD,APSKey,APS_NAME,GRAD_OUT,STUD_SAT,GRAD_RATE
D-50719,GTA,SENE,SENE01299,Behavioural Sciences,TRUE,TRUE,FALSE
D-50721,SE,LOYT,LOYT01004,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SW,LAMB,LAMB01039,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,CAMB,CAMB01043,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,CONF,CONF01043,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SE,SSFL,SSFL01043,Social Service Worker,TRUE,TRUE,TRUE
D-50721,CE,CONS,CONS01043,Social Service Worker,TRUE,TRUE,TRUE
D-50721,CE,NIAG,NIAG01053,Social Service Worker,TRUE,TRUE,TRUE
D-50721,CE,MOHA,MOHA01053,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,SHER,SHER01067,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,BORE,BORE01070,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SE,LACI,LACI01071,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,CENT,CENT01082,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SW,FANS,FANS01083,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,CANA,CANA01084,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,SENE,SENE01084,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,NORT,NORT01086,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,DURH,DURH01086,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SE,ALGO,ALGO01090,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,HUMB,HUMB01101,Social Service Worker,TRUE,TRUE,TRUE
D-50721,SE,SLAW,SLAW01119,Social Service Worker - Gerontology,FALSE,TRUE,FALSE
D-50721,SE,SLAW,SLAW01136,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,SAUL,SAUL01151,Social Service Worker,TRUE,TRUE,TRUE
D-50721,N,SAUL,SAUL01163,Social Service Worker - Native,TRUE,TRUE,TRUE
D-50721,CE,GEOR,GEOR01189,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,GRBR,GRBR01232,Social Service Worker,TRUE,TRUE,TRUE
D-50721,GTA,SENE,SENE01259,Social Service Worker - Immigration And Refugees,TRUE,TRUE,TRUE
D-50721,N,CAMB,CAMB01270,Social Services Worker - Native Specialization,TRUE,FALSE,TRUE
D-50722,N,CONF,CONF01180,Native Child And Family Services,TRUE,TRUE,TRUE
D-50728,SE,LACI,LACI01120,Social Worker - Gerontology,TRUE,TRUE,TRUE
D-50728,GTA,SHER,SHER01193,Social Service Worker - Gerontology,TRUE,TRUE,TRUE
D-50728,SW,STCL,STCL01205,Social Services Worker - Gerontology,TRUE,TRUE,TRUE
D-50728,GTA,SENE,SENE01214,Social Service Worker - Gerontology,TRUE,TRUE,TRUE
D-50728,N,CAMB,CAMB01237,Social Service Worker - Gerontology,FALSE,FALSE,TRUE
D-50729,GTA,GRBR,GRBR01093,Activation Co-ordinator/gerontology,TRUE,TRUE,TRUE
D-50733,N,CANA,CANA01106,Mental Health And Addiction Worker,TRUE,TRUE,TRUE
D-50733,N,CANA,CANA01137,Indigenous Wellness And Addictions Prevention,TRUE,TRUE,TRUE
D-50733,SE,SSFL,SSFL01138,Mental Health and Addiction Worker,TRUE,TRUE,TRUE
D-50741,CE,GEOR,GEOR01248,Anishnaabemowin and Program Development,TRUE,TRUE,FALSE
D-50805,GTA,SENE,SENE01056,Library And Information Technician,TRUE,TRUE,TRUE
D-50805,SE,ALGO,ALGO01070,Library And Information Technician,TRUE,TRUE,TRUE
D-50805,GTA,DURH,DURH01208,Library and Information Technician,TRUE,TRUE,FALSE
D-50811,SE,SSFL,SSFL01152,Collections Conservation And Management,TRUE,TRUE,TRUE
D-50904,GTA,GRBR,GRBR01143,Assaulted Women's And Childrens - Counsellor/advocate,TRUE,TRUE,TRUE
D-50913,GTA,GRBR,GRBR01156,Career And Work Counsellor,TRUE,TRUE,TRUE
D-51003,N,SAUL,SAUL01011,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,SE,LOYT,LOYT01011,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,N,CAMB,CAMB01014,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,CE,MOHA,MOHA01014,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,GTA,SENE,SENE01019,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,N,CANA,CANA01188,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51003,CE,GEOR,GEOR01203,Civil Engineering Technician - Construction,TRUE,TRUE,TRUE
D-51003,CE,NIAG,NIAG01210,Civil Engineering Technician,TRUE,TRUE,TRUE
D-51006,CE,MOHA,MOHA01220,Quality Engineering Technician - Non Destructive Evaluation,TRUE,TRUE,TRUE
D-51007,GTA,DURH,DURH01031,Mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51007,N,NORT,NORT01035,(P-T) Mechanical Engineering Technician,TRUE,FALSE,TRUE
D-51007,GTA,SHER,SHER01068,Mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51007,CE,MOHA,MOHA01081,Mechanical Engineering Technician - Automation And Motion Control,TRUE,FALSE,TRUE
D-51007,N,BORE,BORE01115,Mechanical Engineering Technician - Industrial Maintenance,TRUE,TRUE,TRUE
D-51007,SW,STCL,STCL01116,Mechanical Engineering Technician - Industrial,TRUE,TRUE,TRUE
D-51007,GTA,DURH,DURH01129,Mechanical Engineering Technician (non Destructive Evaluation),TRUE,TRUE,TRUE
D-51007,N,CONF,CONF01156,Mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51007,CE,MOHA,MOHA01158,Mechanical Engineering Technician - Metal Casting,TRUE,FALSE,FALSE
D-51007,GTA,CENT,CENT01162,Mechanical Engineering Technician - Design,TRUE,TRUE,TRUE
D-51007,CE,NIAG,NIAG01189,Mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51007,GTA,SHER,SHER01191,Mechanical Engineering Technician - Drafting,TRUE,TRUE,TRUE
D-51007,SW,FANS,FANS01211,Mechanical Engineering Technician,TRUE,FALSE,TRUE
D-51007,N,CAMB,CAMB01219,Mechanical Engineering Technician - Industrial Maintenance,TRUE,TRUE,TRUE
D-51007,SW,FANS,FANS01221,Mechanical Engineering Technician - Industrial Maintenance,TRUE,TRUE,TRUE
D-51007,GTA,SENE,SENE01228,Mechanical Engineering Technician - Tool Design,TRUE,TRUE,TRUE
D-51007,GTA,HUMB,HUMB01252,Mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51007,SW,FANS,FANS01255,Mechanical Technician Cnc/cam,TRUE,TRUE,TRUE
D-51009,GTA,SENE,SENE01218,Building Systems Engineering Technician,TRUE,TRUE,TRUE
D-51010,SE,LACI,LACI01157,Techniques de plomberie,TRUE,TRUE,TRUE
D-51011,SW,LAMB,LAMB01014,Instrumentation Engineering Technician - Industrial,TRUE,TRUE,TRUE
D-51011,N,CAMB,CAMB01026,Instrumentation Engineering Technician - Industrial,TRUE,TRUE,TRUE
D-51011,CE,MOHA,MOHA01032,Instrumentation Engineering Technician - Industrial,TRUE,FALSE,TRUE
D-51011,SE,SLAW,SLAW01033,Control Engineering Technician,TRUE,TRUE,TRUE
D-51011,N,NORT,NORT01034,Instrumentation Engineering Technician - Industrial,TRUE,TRUE,TRUE
D-51011,N,CONF,CONF01061,Instrumentation Engineering Technician - Process Automation and Control,TRUE,TRUE,TRUE
D-51011,SE,SSFL,SSFL01241,Instrumentation and Control Engineering Technician,TRUE,TRUE,TRUE
D-51020,CE,NIAG,NIAG01177,Photonics Engineering Technician,TRUE,TRUE,TRUE
D-51021,GTA,HUMB,HUMB01028,Electro-mechanical Engineering Technician,TRUE,TRUE,FALSE
D-51021,GTA,CENT,CENT01048,Electro-mechanical Engineering Technician - Automation And Robotics,TRUE,TRUE,TRUE
D-51021,SW,LAMB,LAMB01140,Electromechanical Engineering Technician,FALSE,TRUE,FALSE
D-51021,GTA,SHER,SHER01168,Electromechanical Engineering Technician,TRUE,TRUE,TRUE
D-51021,SW,STCL,STCL01218,Electromechanical Engineering Technician - Robotics,FALSE,TRUE,FALSE
D-51021,GTA,GRBR,GRBR01236,Electro-mechanical Engineering Technician,TRUE,TRUE,TRUE
D-51021,SE,ALGO,ALGO01241,Electro-mechanical Engineering Technician - Robotics,TRUE,TRUE,TRUE
D-51021,SW,FANS,FANS01275,Electromechanical Engineering Technician,TRUE,TRUE,TRUE
D-51022,SE,SLAW,SLAW01196,Wind Turbine Technician,TRUE,TRUE,TRUE
D-51024,CE,CONS,CONS01279,Electro-Mechanical Maintenance,FALSE,TRUE,FALSE
D-51100,SE,SSFL,SSFL01191,Automation Technician,TRUE,FALSE,FALSE
D-51101,N,CAMB,CAMB01262,Automation Engineering Technician,FALSE,FALSE,TRUE
D-51200,GTA,GRBR,GRBR01152,Intervenor For Deaf-blind Persons,TRUE,TRUE,TRUE
D-51207,GTA,GRBR,GRBR01231,American Sign Language And Literacy Instructor,TRUE,FALSE,TRUE
D-51211,SE,SSFL,SSFL01006,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SW,LAMB,LAMB01010,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,CANA,CANA01012,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SE,LOYT,LOYT01015,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,CE,CONS,CONS01015,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,SAUL,SAUL01016,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SE,LACI,LACI01017,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,CAMB,CAMB01018,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,CONF,CONF01019,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SW,STCL,STCL01020,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,CE,NIAG,NIAG01021,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,CE,MOHA,MOHA01022,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,CE,GEOR,GEOR01024,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SE,SLAW,SLAW01024,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,SHER,SHER01024,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,BORE,BORE01024,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,HUMB,HUMB01025,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,GRBR,GRBR01027,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SW,FANS,FANS01028,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,SENE,SENE01033,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,CENT,CENT01037,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,SE,ALGO,ALGO01038,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,N,NORT,NORT01062,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,GTA,DURH,DURH01070,Early Childhood Education,TRUE,TRUE,TRUE
D-51211,CE,NIAG,NIAG01142,Early Childhood Education - Native Concentration,TRUE,FALSE,TRUE
D-51211,N,CAMB,CAMB01161,Early Childhood Education - Binoojiinyag Kinoomaadwin,TRUE,TRUE,TRUE
D-51211,SW,STCL,STCL01161,Binoojiingyag Kinoomaadwin Native Early Childhood Education,TRUE,FALSE,TRUE
D-51213,SW,FANS,FANS01005,Multi Media Design And Production,TRUE,TRUE,TRUE
D-51213,SW,FANS,FANS01236,Multimedia Design And Production,TRUE,TRUE,TRUE
D-51228,SE,SSFL,SSFL01121,Educational Support,TRUE,TRUE,TRUE
D-51228,N,BORE,BORE01129,Techniques d'appui à l'enseignement - besoins particuliers,TRUE,FALSE,FALSE
D-51228,GTA,DURH,DURH01173,Educational Support,TRUE,FALSE,FALSE
D-51228,N,CONF,CONF01176,Educational Support,TRUE,FALSE,TRUE
D-51228,N,NORT,NORT01186,Educational Support,TRUE,TRUE,TRUE
D-51228,SW,STCL,STCL01190,Educational Support,TRUE,TRUE,TRUE
D-51228,CE,MOHA,MOHA01212,Educational Support,TRUE,TRUE,TRUE
D-51228,GTA,SHER,SHER01225,Educational Support,TRUE,TRUE,TRUE
D-51228,CE,CONS,CONS01287,Educational Support,FALSE,TRUE,FALSE
D-51237,CE,NIAG,NIAG01061,Educational Assistant - Special Needs Support,TRUE,TRUE,TRUE
D-51301,SE,LOYT,LOYT01009,Chemical Engineering Technician,TRUE,TRUE,TRUE
D-51302,N,BORE,BORE01106,Chemical Laboratory Technician - Environmental,TRUE,TRUE,TRUE
D-51302,GTA,DURH,DURH01184,Chemical Laboratory Technician,TRUE,TRUE,TRUE
D-51302,GTA,SHER,SHER01196,Chemical Laboratory Technician,TRUE,TRUE,TRUE
D-51302,GTA,SENE,SENE01221,Chemical Laboratory Technician,TRUE,TRUE,TRUE
D-51302,GTA,HUMB,HUMB01266,Chemical Laboratory Technician,TRUE,FALSE,TRUE
D-51304,SE,LOYT,LOYT01103,Biotechnology Technician,TRUE,TRUE,TRUE
D-51304,N,CANA,CANA01147,Biotechnology Technician,TRUE,TRUE,TRUE
D-51304,CE,CONS,CONS01176,Biotechnology Technician,TRUE,TRUE,TRUE
D-51304,GTA,CENT,CENT01181,Biotechnology Technician - Industrial Microbiology,TRUE,TRUE,TRUE
D-51304,CE,MOHA,MOHA01197,Biotechnology Technician,TRUE,TRUE,TRUE
D-51304,GTA,HUMB,HUMB01349,Biotechnology,FALSE,TRUE,FALSE
D-51407,SW,LAMB,LAMB01086,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SE,LOYT,LOYT01110,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,BORE,BORE01110,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,DURH,DURH01124,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SE,LACI,LACI01130,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,CANA,CANA01150,Practical Nursing,TRUE,TRUE,TRUE
D-51407,CE,CONS,CONS01154,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,SAUL,SAUL01157,Practical Nursing,TRUE,TRUE,TRUE
D-51407,CE,GEOR,GEOR01162,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,CONF,CONF01164,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SE,SLAW,SLAW01167,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SW,STCL,STCL01169,Practical Nursing,TRUE,TRUE,TRUE
D-51407,CE,MOHA,MOHA01183,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,CENT,CENT01183,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,NORT,NORT01196,Practical Nursing,TRUE,TRUE,TRUE
D-51407,CE,NIAG,NIAG01197,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SE,SSFL,SSFL01197,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,SHER,SHER01203,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,GRBR,GRBR01213,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SW,FANS,FANS01227,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,SENE,SENE01229,Practical Nursing,TRUE,TRUE,TRUE
D-51407,N,CAMB,CAMB01251,Practical Nursing,TRUE,TRUE,TRUE
D-51407,GTA,HUMB,HUMB01272,Practical Nursing,TRUE,TRUE,TRUE
D-51407,SE,ALGO,ALGO01352,Practical Nursing,TRUE,TRUE,TRUE
D-51502,N,BORE,BORE01123,Assistant En Ergothérapie/assistant En Physiothérapie,TRUE,TRUE,TRUE
D-51502,SE,LACI,LACI01142,Assistant En Ergothérapie/assistant En Physiothérapie,TRUE,TRUE,TRUE
D-51502,N,SAUL,SAUL01160,Occupational Therapist Assistant/physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,CE,CONS,CONS01167,Occupational Therapist Assistant/physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,CE,MOHA,MOHA01195,Occupational Therapist Assistant And Physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,N,CANA,CANA01196,Occupational Therapist Assistant and Physiotherapist Assistant,TRUE,TRUE,FALSE
D-51502,SW,STCL,STCL01199,Occupational Therapist Assistant and Physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,SE,SSFL,SSFL01204,Occupational Therapist Assistant/physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,CE,NIAG,NIAG01209,Occupational Therapist Assistant and Physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,GTA,CENT,CENT01209,Occupational Therapist Assistant And Physiotherapist Assistant (ota/pta),TRUE,TRUE,TRUE
D-51502,GTA,DURH,DURH01212,Occupational Therapist Assistant/physiotherapist Assistant (OTA/PTA),FALSE,TRUE,FALSE
D-51502,CE,GEOR,GEOR01235,Occupational Therapy Assistant / Physiotherapy Assistant,TRUE,TRUE,FALSE
D-51502,GTA,HUMB,HUMB01297,Occupational Therapist Assistant/physiotherapist Assistant,TRUE,TRUE,TRUE
D-51502,SE,ALGO,ALGO01450,Occupational Therapist Assistant / Physiotherapy Assistant,FALSE,TRUE,FALSE
D-51603,GTA,SENE,SENE01001,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,SW,STCL,STCL01002,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,N,BORE,BORE01080,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,N,NORT,NORT01168,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,CE,GEOR,GEOR01170,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,GTA,SHER,SHER01226,Veterinary Technician,TRUE,TRUE,TRUE
D-51603,SE,ALGO,ALGO01359,Veterinary Technician,TRUE,TRUE,TRUE
D-51606,SE,LACI,LACI01145,Électroneurodiagnostic,TRUE,TRUE,TRUE
D-51611,CE,GEOR,GEOR01023,Opticianry,TRUE,TRUE,TRUE
D-51611,GTA,SENE,SENE01162,Opticianry,TRUE,TRUE,TRUE
D-51612,CE,MOHA,MOHA01214,Cardiovascular Technology,TRUE,TRUE,TRUE
D-51612,SW,STCL,STCL01224,Cardiovascular Technology,TRUE,TRUE,TRUE
D-51623,SW,LAMB,LAMB01094,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,N,BORE,BORE01109,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,SE,LACI,LACI01129,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,SW,STCL,STCL01158,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,CE,MOHA,MOHA01163,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,GTA,CENT,CENT01173,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,CE,NIAG,NIAG01174,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,GTA,SHER,SHER01192,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,N,SAUL,SAUL01197,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,SW,FANS,FANS01218,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,CE,GEOR,GEOR01226,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,SE,SSFL,SSFL01249,Pharmacy Technician,TRUE,TRUE,TRUE
D-51623,GTA,HUMB,HUMB01262,Pharmacy Technician,TRUE,TRUE,TRUE
D-51625,GTA,GRBR,GRBR01047,Orthotic/prosthetic Technician,TRUE,TRUE,TRUE
D-51628,N,BORE,BORE01094,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,GTA,DURH,DURH01112,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,SE,LACI,LACI01113,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,CE,GEOR,GEOR01159,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,SW,STCL,STCL01163,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,N,CANA,CANA01164,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,CE,NIAG,NIAG01166,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,N,CONF,CONF01166,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,GTA,GRBR,GRBR01174,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,N,CAMB,CAMB01217,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,SW,FANS,FANS01232,Dental Hygiene,TRUE,TRUE,TRUE
D-51628,SE,ALGO,ALGO01319,Dental Hygiene,TRUE,TRUE,TRUE
D-51634,SE,LACI,LACI01170,Communication 911,TRUE,TRUE,TRUE
D-51634,GTA,DURH,DURH01178,9-1-1 Emergency and Call Communications,TRUE,TRUE,TRUE
D-51637,SW,LAMB,LAMB01092,Paramedic,TRUE,TRUE,TRUE
D-51637,N,BORE,BORE01097,Soins Ambulanciers Paramédicaux,TRUE,TRUE,TRUE
D-51637,SE,LOYT,LOYT01099,(P-T) Paramedic,TRUE,TRUE,TRUE
D-51637,SE,LACI,LACI01116,Soins Ambulanciers Paramédicaux,TRUE,TRUE,TRUE
D-51637,CE,CONS,CONS01121,Paramedic,TRUE,TRUE,TRUE
D-51637,GTA,DURH,DURH01138,Paramedic,TRUE,TRUE,TRUE
D-51637,SW,STCL,STCL01153,Paramedic,TRUE,TRUE,TRUE
D-51637,N,CONF,CONF01154,Paramedic,TRUE,TRUE,TRUE
D-51637,CE,NIAG,NIAG01164,Paramedic,TRUE,TRUE,TRUE
D-51637,GTA,CENT,CENT01168,Paramedic,TRUE,TRUE,TRUE
D-51637,SE,SLAW,SLAW01173,Paramedic,TRUE,TRUE,TRUE
D-51637,CE,GEOR,GEOR01178,Paramedic,TRUE,TRUE,TRUE
D-51637,N,NORT,NORT01184,Paramedic,TRUE,TRUE,TRUE
D-51637,SW,FANS,FANS01196,Paramedic,TRUE,TRUE,TRUE
D-51637,SE,SSFL,SSFL01201,Paramedic,TRUE,TRUE,TRUE
D-51637,N,CAMB,CAMB01229,Paramedic,TRUE,TRUE,TRUE
D-51637,GTA,HUMB,HUMB01244,Paramedic,TRUE,TRUE,TRUE
D-51637,SE,ALGO,ALGO01330,Paramedic,TRUE,TRUE,TRUE
D-51641,N,CAMB,CAMB01032,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SE,LOYT,LOYT01032,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,N,CONF,CONF01034,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,CE,GEOR,GEOR01037,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SW,STCL,STCL01037,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SE,LACI,LACI01056,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SW,FANS,FANS01063,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,GTA,CENT,CENT01067,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,GTA,HUMB,HUMB01067,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SE,ALGO,ALGO01076,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,N,NORT,NORT01087,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SW,LAMB,LAMB01130,Developmental Services Worker,TRUE,TRUE,FALSE
D-51641,GTA,DURH,DURH01189,Developmental Services Worker,TRUE,TRUE,TRUE
D-51641,SE,SSFL,SSFL01253,Developmental Services Worker,TRUE,TRUE,FALSE
D-51643,GTA,GRBR,GRBR01135,Health Information Management,TRUE,TRUE,TRUE
D-51643,SE,SLAW,SLAW01178,Health Information Management,TRUE,TRUE,TRUE
D-51643,SE,SSFL,SSFL01207,Health Information Management,TRUE,TRUE,TRUE
D-51643,N,CAMB,CAMB01264,Health Information Management,TRUE,FALSE,TRUE
D-51645,CE,CONS,CONS01193,Hearing Instrument Specialist,TRUE,TRUE,TRUE
D-51800,CE,GEOR,GEOR01012,Fine Arts,TRUE,TRUE,TRUE
D-51800,SE,SLAW,SLAW01080,Visual And Creative Arts - Fine Arts,TRUE,TRUE,TRUE
D-51800,SE,SSFL,SSFL01131,Visual And Creative Arts,TRUE,TRUE,TRUE
D-51800,GTA,CENT,CENT01199,Fine Arts Studio,TRUE,TRUE,TRUE
D-51802,CE,GEOR,GEOR01137,Design And Visual Arts - General,TRUE,FALSE,TRUE
D-51802,GTA,SHER,SHER01220,Visual And Creative Arts,TRUE,TRUE,TRUE
D-51802,SE,SSFL,SSFL01274,Integrated Design,TRUE,TRUE,FALSE
D-51802,N,CAMB,CAMB01297,Design and Visual Arts,TRUE,TRUE,FALSE
D-51806,GTA,GRBR,GRBR01210,Jewellery Methods,TRUE,TRUE,TRUE
D-51807,CE,GEOR,GEOR01118,Jewellery And Metals,TRUE,TRUE,TRUE
D-51814,GTA,HUMB,HUMB01295,Visual And Digital Arts,TRUE,TRUE,TRUE
D-51814,GTA,CENT,CENT01297,Digital Visual Effects,FALSE,TRUE,FALSE
D-51820,GTA,HUMB,HUMB01001,Advertising And Graphic Design,TRUE,TRUE,TRUE
D-51820,CE,GEOR,GEOR01014,Graphic Design Production,TRUE,TRUE,TRUE
D-51820,CE,NIAG,NIAG01099,Graphic Design Production - Art And Design Fundamentals,TRUE,FALSE,TRUE
D-51820,CE,MOHA,MOHA01100,Graphic Design Production - Creative Studio,TRUE,TRUE,TRUE
D-51820,CE,MOHA,MOHA01201,Graphic Design Production - Packaging,TRUE,TRUE,TRUE
D-51820,CE,MOHA,MOHA01202,Graphic Design Production - Digital Media,TRUE,TRUE,TRUE
D-51820,CE,MOHA,MOHA01239,Graphic Design Production - Integrated Media Arts,TRUE,TRUE,TRUE
D-51823,GTA,GRBR,GRBR01015,Fashion Techniques And Design,TRUE,TRUE,TRUE
D-51823,SW,STCL,STCL01226,Fashion Design Technician,TRUE,TRUE,FALSE
D-51825,GTA,HUMB,HUMB01139,Fashion Arts - Modelling And Fashion Studies,TRUE,TRUE,TRUE
D-51829,N,CONF,CONF01023,Film Production,TRUE,TRUE,TRUE
D-51829,N,SAUL,SAUL01204,Digital Film Production,TRUE,TRUE,FALSE
D-51830,SW,LAMB,LAMB01127,Digital Photography,TRUE,TRUE,FALSE
D-51830,CE,GEOR,GEOR01171,Digital Photography And Imaging,TRUE,TRUE,TRUE
D-51830,GTA,DURH,DURH01190,Digital Photography,TRUE,TRUE,TRUE
D-51830,GTA,DURH,DURH01191,Digital Video Production,TRUE,TRUE,TRUE
D-51830,N,SAUL,SAUL01192,Digital Photography and Imaging,TRUE,TRUE,TRUE
D-51830,CE,NIAG,NIAG01213,Digital Photography,TRUE,TRUE,TRUE
D-51830,GTA,SENE,SENE01260,Independent Digital Photography,TRUE,TRUE,TRUE
D-51831,GTA,HUMB,HUMB01022,Creative Photography,TRUE,TRUE,TRUE
D-51831,SE,LACI,LACI01050,Science Technician - Photographic,TRUE,TRUE,TRUE
D-51831,GTA,SHER,SHER01051,Applied Photography,TRUE,TRUE,TRUE
D-51831,SW,FANS,FANS01073,Photography,TRUE,TRUE,TRUE
D-51831,SE,ALGO,ALGO01088,Photography,TRUE,TRUE,TRUE
D-51831,CE,MOHA,MOHA01246,Creative Photography- Still and Motion,TRUE,TRUE,TRUE
D-51832,SE,LOYT,LOYT01058,Photojournalism,TRUE,TRUE,TRUE
D-51833,CE,GEOR,GEOR01018,Interior Design,TRUE,TRUE,TRUE
D-51837,GTA,SHER,SHER01072,Visual Merchandising Arts,TRUE,TRUE,TRUE
D-51837,GTA,SENE,SENE01110,Visual Merchandising Arts,TRUE,TRUE,TRUE
D-51837,CE,CONS,CONS01214,Visual Merchandising Arts,TRUE,TRUE,TRUE
