S_MTCU,COLL_RGN_CD,COLL_CD,APSKey,APS_NAME,GRAD_OUT,STUD_SAT,GRAD_RATE
C-40100,N,CANA,CANA01185,Accounting Foundations,TRUE,FALSE,FALSE
C-40100,GTA,SENE,SENE01281,Accounting Techniques,TRUE,TRUE,TRUE
C-40200,N,NORT,NORT01194,Management,TRUE,TRUE,TRUE
C-40205,SW,LAMB,LAMB01061,Pre-business,TRUE,FALSE,FALSE
C-40205,GTA,CENT,CENT01203,Pre-business,TRUE,TRUE,FALSE
C-40205,GTA,GRBR,GRBR01204,Pre-business,TRUE,TRUE,FALSE
C-40205,GTA,SENE,SENE01264,Pre-Business,TRUE,TRUE,FALSE
C-40208,SE,LACI,LACI01173,Pratiques en administration des affaires,TRUE,TRUE,TRUE
C-40208,N,CONF,CONF01178,Business Fundamentals,TRUE,TRUE,TRUE
C-40208,GTA,DURH,DURH01181,Business Fundamentals,TRUE,TRUE,TRUE
C-40208,CE,CONS,CONS01196,Business Foundations,TRUE,TRUE,TRUE
C-40208,SE,SLAW,SLAW01212,Business Fundamentals,TRUE,TRUE,FALSE
C-40208,CE,GEOR,GEOR01230,Business Fundamentals,TRUE,TRUE,TRUE
C-40208,CE,MOHA,MOHA01231,Business Foundations,TRUE,TRUE,TRUE
C-40208,GTA,SENE,SENE01264,Business Fundamentals,TRUE,FALSE,FALSE
C-40208,SW,FANS,FANS01264,Business Foundations,TRUE,TRUE,TRUE
C-40208,GTA,CENT,CENT01283,Business Foundations,TRUE,TRUE,FALSE
C-40208,N,CAMB,CAMB01285,Business Fundamentals,TRUE,TRUE,TRUE
C-40214,CE,GEOR,GEOR01192,Business Foundations,TRUE,FALSE,FALSE
C-40217,SW,STCL,STCL01173,Quality Assurance And Management - Level Ii,TRUE,FALSE,FALSE
C-40231,CE,MOHA,MOHA01207,Small Business And Entrepreneurship,TRUE,TRUE,TRUE
C-40231,CE,MOHA,MOHA01233,Aboriginal Small Business Management,TRUE,TRUE,TRUE
C-40231,SW,FANS,FANS01280,Entrepreneurship,TRUE,TRUE,TRUE
C-40264,GTA,SENE,SENE01243,Independent Music Production,TRUE,TRUE,TRUE
C-40264,N,CAMB,CAMB01300,Independent Music Production,TRUE,TRUE,FALSE
C-40264,GTA,SENE,SENE01302,Independent Songwriting and Performance,FALSE,TRUE,FALSE
C-40400,SE,LOYT,LOYT01089,Residential Drafting And Design Techniques,TRUE,TRUE,TRUE
C-40505,N,SAUL,SAUL01170,Computer Foundations,TRUE,FALSE,TRUE
C-40508,SW,FANS,FANS01213,Computer Applications Support,TRUE,FALSE,TRUE
C-40509,GTA,CENT,CENT01148,Computer Repair And Maintenance,TRUE,TRUE,TRUE
C-40511,N,BORE,BORE01127,Soutien Technique En Informatique,TRUE,TRUE,TRUE
C-40511,GTA,SHER,SHER01236,Help Desk Technician,TRUE,TRUE,TRUE
C-40513,SE,SSFL,SSFL01238,Internet Applications and Web Development Fundamentals,TRUE,FALSE,TRUE
C-40513,SW,FANS,FANS01252,Web Development Essentials,TRUE,TRUE,TRUE
C-40719,SW,FANS,FANS01006,Human Services Foundation,TRUE,TRUE,FALSE
C-40719,SW,LAMB,LAMB01057,Human Services Foundation,TRUE,TRUE,FALSE
C-40719,CE,CONS,CONS01153,Human Services Foundation,TRUE,TRUE,FALSE
C-40719,CE,NIAG,NIAG01181,Pre-community Services,TRUE,FALSE,FALSE
C-40719,GTA,DURH,DURH01204,Community Services and Child Studies Foundations,TRUE,TRUE,FALSE
C-40719,GTA,GRBR,GRBR01228,Pre-community Services,TRUE,TRUE,FALSE
C-40719,GTA,CENT,CENT01239,Community Services & Child Studies Foundations,TRUE,TRUE,FALSE
C-40719,CE,MOHA,MOHA01249,Human Services Foundation,TRUE,TRUE,FALSE
C-40719,SE,SSFL,SSFL01258,Human Service Foundations,TRUE,TRUE,FALSE
C-40735,GTA,GRBR,GRBR01189,American Sign Language And Deaf Studies,TRUE,TRUE,TRUE
C-40741,N,SAUL,SAUL01162,Anishinaabemowin Immersion,TRUE,FALSE,FALSE
C-41007,N,BORE,BORE01015,Maintenance Trades Helper,TRUE,TRUE,TRUE
C-41007,SE,LOYT,LOYT01074,Mechanical Techniques,TRUE,FALSE,TRUE
C-41007,N,CONF,CONF01083,Mechanical Techniques,TRUE,TRUE,TRUE
C-41007,GTA,DURH,DURH01096,Mechanical Techniques - Industrial,TRUE,FALSE,TRUE
C-41007,GTA,DURH,DURH01117,Mechanical Techniques - Precision Machining,TRUE,FALSE,TRUE
C-41007,N,SAUL,SAUL01148,Mechanical Techniques - Industrial Maintenance,TRUE,TRUE,TRUE
C-41007,N,CANA,CANA01157,Mechanical Techniques - Machinist,TRUE,FALSE,TRUE
C-41007,N,CANA,CANA01161,Mechanical Techniques - Welder-fitter,TRUE,TRUE,TRUE
C-41007,CE,GEOR,GEOR01163,Mechanical Techniques - Marine Engine Mechanic,TRUE,TRUE,TRUE
C-41007,CE,GEOR,GEOR01164,Mechanical Techniques - Small Engine Mechanic,TRUE,TRUE,TRUE
C-41007,N,CANA,CANA01178,Mechanical Techniques - Plumbing,TRUE,TRUE,TRUE
C-41007,CE,NIAG,NIAG01191,Mechanical Techniques,TRUE,FALSE,TRUE
C-41007,CE,MOHA,MOHA01198,Mechanical Techniques - Cad/cam Automated Machining,TRUE,TRUE,TRUE
C-41007,CE,CONS,CONS01199,Mechanical Techniques-millwright,TRUE,TRUE,TRUE
C-41007,GTA,SENE,SENE01200,Mechanical Techniques - Cnc Programming,TRUE,TRUE,TRUE
C-41007,N,NORT,NORT01208,Mechanical Techniques-industrial Millwright,TRUE,TRUE,TRUE
C-41007,GTA,SENE,SENE01210,Mechanical Techniques,TRUE,TRUE,TRUE
C-41007,N,CAMB,CAMB01218,Mechanical Techniques,TRUE,TRUE,TRUE
C-41007,GTA,DURH,DURH01220,Mechanical Techniques - Plumbing,TRUE,TRUE,FALSE
C-41007,GTA,SHER,SHER01222,Mechanical Techniques-tool And Die Maker,TRUE,TRUE,TRUE
C-41007,GTA,SHER,SHER01240,Mechanical Techniques - Plumbing,TRUE,TRUE,TRUE
C-41007,CE,CONS,CONS01241,Mechanical Techniques - Plumbing,TRUE,TRUE,TRUE
C-41007,SW,FANS,FANS01254,Mechanical Techniques-cnc,TRUE,TRUE,TRUE
C-41007,CE,CONS,CONS01259,Mechanical Techniques - General Machinist,TRUE,FALSE,TRUE
C-41007,CE,CONS,CONS01260,Mechanical Techniques - Tool and Die/Tool Maker,TRUE,FALSE,FALSE
C-41007,N,CAMB,CAMB01267,Mechanical Techniques - Tool And Die Machining,TRUE,FALSE,FALSE
C-41007,GTA,GRBR,GRBR01268,Mechanical Techniques,TRUE,FALSE,TRUE
C-41007,SE,SSFL,SSFL01269,Mechanical Techniques - Plumbing,TRUE,TRUE,TRUE
C-41007,SE,ALGO,ALGO01339,Mechanical Techniques - Precision Machining,TRUE,FALSE,TRUE
C-41007,GTA,HUMB,HUMB01343,Mechanical Techniques - Millwright,FALSE,TRUE,FALSE
C-41010,SW,STCL,STCL01196,Plumbing Techniques,TRUE,TRUE,TRUE
C-41010,CE,GEOR,GEOR01227,Plumbing Techniques,TRUE,TRUE,TRUE
C-41010,SE,SSFL,SSFL01247,Plumbing Techniques,TRUE,TRUE,TRUE
C-41010,GTA,GRBR,GRBR01272,Plumbing Techniques,TRUE,TRUE,TRUE
C-41010,GTA,HUMB,HUMB01334,Plumbing Techniques,TRUE,TRUE,TRUE
C-41023,GTA,SENE,SENE01088,Underwater Skills,TRUE,TRUE,TRUE
C-41205,SW,LAMB,LAMB01047,(P-T) Teachers Of Adults,TRUE,FALSE,FALSE
C-41205,N,CAMB,CAMB01117,(P-T) Teachers Of Adults,TRUE,FALSE,FALSE
C-41211,GTA,CENT,CENT01128,Early Childhood Assistant,TRUE,TRUE,TRUE
C-41211,GTA,GRBR,GRBR01133,Early Childhood Assistant,TRUE,TRUE,TRUE
C-41301,GTA,CENT,CENT01118,Laboratory Assistant - Industrial,TRUE,FALSE,TRUE
C-41397,SE,ALGO,ALGO01382,Orientation To Nursing In Ontario For Practical Nurses,TRUE,TRUE,TRUE
C-41469,SW,LAMB,LAMB01076,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SE,LOYT,LOYT01083,Personal Support Worker,TRUE,FALSE,TRUE
C-41469,N,BORE,BORE01084,Préposés Aux Services De Soutiens Personnels,TRUE,TRUE,TRUE
C-41469,GTA,DURH,DURH01104,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,CE,CONS,CONS01105,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SE,LACI,LACI01106,Préposés Aux Services De Soutiens Personnels,TRUE,TRUE,TRUE
C-41469,N,CANA,CANA01126,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,CE,GEOR,GEOR01131,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,N,SAUL,SAUL01136,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,CE,MOHA,MOHA01139,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,N,CONF,CONF01145,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SW,STCL,STCL01147,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SE,SLAW,SLAW01150,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,CE,NIAG,NIAG01152,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,GTA,CENT,CENT01157,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SE,SSFL,SSFL01159,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,GTA,SHER,SHER01173,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,N,NORT,NORT01174,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SW,FANS,FANS01176,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,GTA,GRBR,GRBR01179,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,N,CAMB,CAMB01213,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,GTA,HUMB,HUMB01219,Personal Support Worker,TRUE,TRUE,TRUE
C-41469,SE,ALGO,ALGO01320,Personal Support Worker,TRUE,TRUE,TRUE
C-41601,SW,LAMB,LAMB01058,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,SW,FANS,FANS01099,Pre-health Science,TRUE,TRUE,FALSE
C-41601,N,BORE,BORE01111,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,SE,LOYT,LOYT01112,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,SE,LACI,LACI01135,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,N,CANA,CANA01153,Pre-Health Sciences,TRUE,TRUE,FALSE
C-41601,CE,GEOR,GEOR01155,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,N,SAUL,SAUL01158,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,N,CONF,CONF01165,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,SW,STCL,STCL01170,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,CE,NIAG,NIAG01180,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,SE,SLAW,SLAW01184,Pre-health Science,TRUE,TRUE,FALSE
C-41601,SE,SSFL,SSFL01188,Preparatory Health Science,TRUE,TRUE,FALSE
C-41601,N,CANA,CANA01193,Indigenous Pre-Health Studies,TRUE,TRUE,FALSE
C-41601,GTA,CENT,CENT01200,Pre-health,TRUE,TRUE,FALSE
C-41601,GTA,GRBR,GRBR01201,Pre-health Science,TRUE,TRUE,FALSE
C-41601,N,NORT,NORT01207,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,CE,MOHA,MOHA01219,Pre-health,TRUE,TRUE,FALSE
C-41601,CE,CONS,CONS01219,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,GTA,SENE,SENE01227,Pre-health Science,TRUE,TRUE,FALSE
C-41601,N,CAMB,CAMB01248,Pre-health Sciences,TRUE,TRUE,FALSE
C-41601,GTA,CENT,CENT01276,Health Foundations,TRUE,TRUE,FALSE
C-41602,N,NORT,NORT01204,Animal Grooming,TRUE,TRUE,TRUE
C-41603,GTA,SHER,SHER01001,Animal Care,TRUE,TRUE,TRUE
C-41603,SE,SLAW,SLAW01129,Veterinary Assistant,TRUE,TRUE,TRUE
C-41603,GTA,DURH,DURH01176,Veterinary Assistant,TRUE,TRUE,TRUE
C-41603,N,NORT,NORT01193,Veterinary Assistant,TRUE,TRUE,TRUE
C-41603,CE,GEOR,GEOR01234,Veterinary Assistant,TRUE,TRUE,TRUE
C-41603,SE,ALGO,ALGO01412,Veterinary Assistant,TRUE,TRUE,TRUE
C-41605,SE,ALGO,ALGO01393,Radiation Safety,TRUE,TRUE,TRUE
C-41609,SW,STCL,STCL01124,Medical Laboratory Technician,TRUE,TRUE,TRUE
C-41609,SE,SLAW,SLAW01131,Medical Laboratory Assistant /Technician,TRUE,TRUE,TRUE
C-41609,N,CONF,CONF01183,Medical Laboratory Assistant,TRUE,TRUE,TRUE
C-41609,GTA,CENT,CENT01187,Medical Laboratory Technician,TRUE,TRUE,TRUE
C-41609,N,NORT,NORT01224,Medical Laboratory Technician,TRUE,TRUE,TRUE
C-41621,N,CANA,CANA01200,Indigenous Community Diabetes Support,TRUE,FALSE,FALSE
C-41610,SE,ALGO,ALGO01438,Medical Device Reprocessing,TRUE,TRUE,FALSE
C-41624,SW,LAMB,LAMB01120,Retail Pharmacy Assistant,TRUE,TRUE,FALSE
C-41624,N,BORE,BORE01142,Assistant en pharmacie - vente au détail,TRUE,TRUE,TRUE
C-41624,CE,NIAG,NIAG01220,Retail Pharmacy Assistant,TRUE,TRUE,TRUE
C-41624,GTA,SHER,SHER01239,Retail Pharmacy Assistant,TRUE,TRUE,TRUE
C-41624,CE,MOHA,MOHA01264,Retail Pharmacy Assistant,FALSE,TRUE,FALSE
C-41629,N,BORE,BORE01090,Dental Assistant (levels 1 And 11),TRUE,TRUE,TRUE
C-41629,GTA,DURH,DURH01109,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,N,CANA,CANA01121,Dental Assisting (levels I And Ii),TRUE,FALSE,TRUE
C-41629,CE,GEOR,GEOR01124,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,SW,STCL,STCL01138,Dental Assisting (levelsi And Ii),TRUE,TRUE,TRUE
C-41629,SE,LACI,LACI01139,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,CE,NIAG,NIAG01145,Dental Assisting (level I And Ii),TRUE,TRUE,TRUE
C-41629,N,CONF,CONF01150,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,SW,FANS,FANS01172,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,GTA,GRBR,GRBR01175,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,N,CAMB,CAMB01206,Dental Assisting (levels I And Ii),TRUE,TRUE,TRUE
C-41629,SE,ALGO,ALGO01332,Dental Assisting - Levels I And Ii,TRUE,TRUE,TRUE
C-41634,GTA,DURH,DURH01147,911 And Emergency Response,TRUE,FALSE,FALSE
C-41634,GTA,SENE,SENE01246,911 And Emergency Services Communications,TRUE,TRUE,TRUE
C-41636,SW,FANS,FANS01206,Emergency Telecommunications,TRUE,FALSE,TRUE
C-41636,GTA,HUMB,HUMB01239,Emergency Telecommunications,TRUE,FALSE,TRUE
C-41641,SW,LAMB,LAMB01098,Developmental Disabilities,TRUE,TRUE,TRUE
C-41800,GTA,SHER,SHER01005,Art Fundamentals,TRUE,TRUE,FALSE
C-41800,GTA,DURH,DURH01113,Foundations In Art And Design,TRUE,TRUE,FALSE
C-41800,CE,GEOR,GEOR01129,Art And Design Fundamentals,TRUE,TRUE,FALSE
C-41800,N,BORE,BORE01144,Beaux-arts et portfolio,TRUE,TRUE,FALSE
C-41800,SE,LOYT,LOYT01146,Art and Design Foundations,TRUE,TRUE,FALSE
C-41800,GTA,CENT,CENT01163,Art And Design Fundamentals,TRUE,TRUE,FALSE
C-41800,SE,SSFL,SSFL01182,Drawing and Painting,TRUE,TRUE,FALSE
C-41800,GTA,GRBR,GRBR01185,Art And Design Foundation,TRUE,TRUE,FALSE
C-41800,CE,CONS,CONS01195,Design Foundations,TRUE,TRUE,FALSE
C-41800,CE,NIAG,NIAG01217,Art and Design Foundation,TRUE,TRUE,FALSE
C-41800,CE,MOHA,MOHA01227,Art and Design Foundations,TRUE,TRUE,FALSE
C-41800,GTA,SENE,SENE01232,Art Fundamentals,TRUE,TRUE,FALSE
C-41800,GTA,HUMB,HUMB01258,Design Foundation,TRUE,TRUE,TRUE
C-41800,SW,FANS,FANS01267,Fine Art Foundation,TRUE,TRUE,FALSE
C-41800,N,CAMB,CAMB01275,Art and Design Fundamentals,TRUE,TRUE,TRUE
C-41800,GTA,HUMB,HUMB01337,Art Foundation,FALSE,TRUE,FALSE
C-41802,SE,SSFL,SSFL01181,Artist Blacksmith,TRUE,TRUE,TRUE
C-41803,SE,SSFL,SSFL01183,Ceramics,TRUE,TRUE,TRUE
C-41804,SE,SSFL,SSFL01206,Fibre Arts,TRUE,TRUE,TRUE
C-41805,SE,SSFL,SSFL01211,Glassblowing,TRUE,FALSE,TRUE
C-41806,GTA,GRBR,GRBR01209,Jewellery Essentials,TRUE,TRUE,TRUE
C-41806,SE,SSFL,SSFL01214,Jewellery Essentials,TRUE,FALSE,TRUE
C-41808,GTA,GRBR,GRBR01126,Gemmology,TRUE,TRUE,TRUE
C-41810,SE,SSFL,SSFL01218,Sculpture,TRUE,FALSE,TRUE
C-41814,SE,SSFL,SSFL01243,Digital Image Design,TRUE,FALSE,TRUE
C-41820,CE,MOHA,MOHA01235,Graphics Media Foundation,TRUE,FALSE,TRUE
C-41823,GTA,SENE,SENE01283,Fashion Studies,TRUE,TRUE,TRUE
C-41831,SE,SSFL,SSFL01217,Photo Arts,TRUE,TRUE,TRUE
C-41903,GTA,SHER,SHER01211,Media Fundamentals,TRUE,TRUE,TRUE
C-41903,GTA,DURH,DURH01230,Media Fundamentals,FALSE,TRUE,FALSE
C-41903,GTA,HUMB,HUMB01259,Media Foundation,TRUE,TRUE,TRUE
C-41904,SE,LOYT,LOYT01133,Media Experience,TRUE,FALSE,FALSE
C-41904,SE,LACI,LACI01136,Prémédias,TRUE,TRUE,FALSE
C-41904,GTA,DURH,DURH01154,Pre-media,TRUE,TRUE,FALSE
C-41904,CE,CONS,CONS01215,Media Foundations,TRUE,TRUE,FALSE
C-41904,CE,MOHA,MOHA01221,Pre-media And Entertainment,TRUE,TRUE,FALSE
C-41904,GTA,SENE,SENE01244,Pre-media (media And Communications Fundamentals),TRUE,TRUE,FALSE
C-41904,GTA,CENT,CENT01248,Communications and Media Foundations,TRUE,TRUE,FALSE
C-41907,CE,MOHA,MOHA01117,Applied Music Preparatory,TRUE,TRUE,FALSE
C-41907,GTA,HUMB,HUMB01268,Introduction To Commercial/jazz Music,TRUE,TRUE,TRUE
C-41911,N,BORE,BORE01139,Soutien technique en gestion de scène,TRUE,TRUE,TRUE
C-41911,GTA,SHER,SHER01235,Performing Arts - Preparation,TRUE,TRUE,TRUE
C-41911,SE,ALGO,ALGO01442,Performing Arts,TRUE,TRUE,FALSE
C-41918,GTA,GRBR,GRBR01230,Commercial Dance Studies,TRUE,TRUE,TRUE
C-41919,GTA,GRBR,GRBR01127,Dance Performance Preparation,TRUE,TRUE,TRUE
C-42100,SE,LOYT,LOYT01130,Advertising And Promotions For Retail,TRUE,FALSE,FALSE
C-42201,SE,SSFL,SSFL01226,Outdoor Adventure Skills,TRUE,TRUE,TRUE
C-42203,N,CANA,CANA01187,Rural Recreation,TRUE,FALSE,TRUE
C-42206,N,CANA,CANA01166,Recreation Therapist Assistant,TRUE,FALSE,FALSE
C-42209,SW,STCL,STCL01227,Fitness and Health Training,TRUE,TRUE,TRUE
C-42209,GTA,SHER,SHER01238,Fundamentals of Fitness Leadership,TRUE,TRUE,TRUE
C-42222,N,SAUL,SAUL01178,Park Operation Skills,TRUE,FALSE,TRUE
C-42304,SW,FANS,FANS01251,Customer Service Fundamentals - Insurance,TRUE,FALSE,TRUE
C-42305,GTA,DURH,DURH01169,Court Support Services,TRUE,TRUE,TRUE
C-42305,GTA,CENT,CENT01238,Court Reporting Services,TRUE,TRUE,TRUE
C-42305,SE,ALGO,ALGO01420,Court Support Services,TRUE,TRUE,TRUE
C-42308,CE,CONS,CONS01274,Medical Office Practices,TRUE,TRUE,TRUE
C-42309,N,BORE,BORE01134,Administration De Bureau - Commis En Soins Animaliers,TRUE,FALSE,TRUE
C-42313,N,BORE,BORE01001,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SW,LAMB,LAMB01025,Office Administration - General,TRUE,TRUE,TRUE
C-42313,N,CONF,CONF01027,Office Administration - General,TRUE,TRUE,TRUE
C-42313,N,NORT,NORT01045,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SW,STCL,STCL01045,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SE,LACI,LACI01048,Office Administration - General,TRUE,TRUE,TRUE
C-42313,N,CANA,CANA01049,Office Administration - General,TRUE,FALSE,TRUE
C-42313,SE,SLAW,SLAW01058,Office Administration - General,TRUE,TRUE,TRUE
C-42313,GTA,SHER,SHER01058,Office Administration - General,TRUE,TRUE,TRUE
C-42313,CE,NIAG,NIAG01072,Office Administration - General,TRUE,TRUE,TRUE
C-42313,GTA,DURH,DURH01072,Office Administration - General,TRUE,TRUE,TRUE
C-42313,GTA,SENE,SENE01076,Office Administration - General,TRUE,FALSE,TRUE
C-42313,GTA,CENT,CENT01079,Office Administration - General,TRUE,TRUE,TRUE
C-42313,GTA,HUMB,HUMB01087,Office Administration - General,TRUE,TRUE,TRUE
C-42313,CE,MOHA,MOHA01099,Office Administration - General,TRUE,TRUE,TRUE
C-42313,CE,GEOR,GEOR01108,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SE,ALGO,ALGO01113,Office Administration - General,TRUE,TRUE,TRUE
C-42313,CE,CONS,CONS01159,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SE,SSFL,SSFL01235,Office Administration - General,TRUE,TRUE,TRUE
C-42313,SW,FANS,FANS01259,Office Administration - General,TRUE,TRUE,TRUE
C-42317,CE,GEOR,GEOR01242,Medical Transcription - Health Records,TRUE,FALSE,FALSE
C-42320,CE,NIAG,NIAG01106,Dental Office Administration,TRUE,TRUE,TRUE
C-42320,GTA,GRBR,GRBR01147,Dental Office Administration,TRUE,TRUE,TRUE
C-42320,GTA,DURH,DURH01160,Dental Reception And Administration,TRUE,TRUE,TRUE
C-42400,CE,GEOR,GEOR01207,Bookkeeping,TRUE,TRUE,TRUE
C-42400,CE,CONS,CONS01243,Bookkeeping,TRUE,TRUE,TRUE
C-42401,GTA,CENT,CENT01130,Accounting Clerk - Microcomputer,TRUE,TRUE,TRUE
C-42509,SE,LACI,LACI01029,Computer Operator,TRUE,TRUE,TRUE
C-42700,CE,GEOR,GEOR01172,Environmental Techniques,TRUE,FALSE,TRUE
C-42700,N,CAMB,CAMB01299,Environmental Field Techniques,TRUE,TRUE,FALSE
C-42713,N,SAUL,SAUL01166,Field Naturalist,FALSE,FALSE,TRUE
C-42801,GTA,CENT,CENT01244,Financial Services Fundamentals,TRUE,FALSE,TRUE
C-42801,GTA,CENT,CENT01262,Financial and Client Services,TRUE,TRUE,TRUE
C-42905,GTA,CENT,CENT01235,Contact Centre Operations,TRUE,FALSE,TRUE
C-42929,CE,CONS,CONS01232,Retail Operations,TRUE,FALSE,TRUE
C-42936,SE,LACI,LACI01163,Vente et représentation,TRUE,TRUE,TRUE
C-42937,SE,LACI,LACI01102,Cosmetic Sales,TRUE,FALSE,TRUE
C-43001,SE,LACI,LACI01034,Protective Security,TRUE,TRUE,TRUE
C-43006,SW,LAMB,LAMB01087,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,GTA,DURH,DURH01136,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,CE,CONS,CONS01149,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,SE,LACI,LACI01150,Services D'incendie-programme Préparatoire,TRUE,TRUE,TRUE
C-43006,CE,GEOR,GEOR01168,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,SE,SLAW,SLAW01180,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,N,CONF,CONF01187,Pre-Service Firefighter Education and Training,TRUE,TRUE,TRUE
C-43006,N,NORT,NORT01198,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,SE,SSFL,SSFL01199,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,SW,STCL,STCL01225,Pre-Service Firefighter Education and Training,TRUE,TRUE,TRUE
C-43006,GTA,SENE,SENE01231,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,GTA,CENT,CENT01247,Pre-Service Firefighter Education and Training,TRUE,TRUE,TRUE
C-43006,N,CAMB,CAMB01250,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,GTA,HUMB,HUMB01279,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43006,SE,ALGO,ALGO01363,Pre-service Firefighter Education And Training,TRUE,TRUE,TRUE
C-43007,SE,LACI,LACI01149,Protection et sécurité aéroportuaire,TRUE,TRUE,TRUE
C-43007,CE,MOHA,MOHA01236,Pre-Justice,TRUE,TRUE,TRUE
C-43007,N,CAMB,CAMB01277,Corporate Safety and Security,TRUE,TRUE,TRUE
C-43015,GTA,DURH,DURH01188,Emergency Services Fundamentals,TRUE,TRUE,FALSE
C-43106,GTA,GRBR,GRBR01169,Baking - Pre-employment,TRUE,TRUE,TRUE
C-43106,CE,NIAG,NIAG01229,Baking and Pastry Arts,TRUE,TRUE,TRUE
C-43106,N,CAMB,CAMB01249,Baking And Pastry Arts,TRUE,TRUE,TRUE
C-43106,GTA,CENT,CENT01250,Baking - Commercial Bakeries,TRUE,TRUE,TRUE
C-43106,SE,ALGO,ALGO01380,Baking And Pastry Arts,TRUE,TRUE,TRUE
C-43107,N,SAUL,SAUL01009,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,SE,ALGO,ALGO01033,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,GTA,GRBR,GRBR01077,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,N,CANA,CANA01104,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,SE,LACI,LACI01112,Arts Culinaires,TRUE,TRUE,TRUE
C-43107,SE,LOYT,LOYT01115,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,CE,CONS,CONS01129,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,N,BORE,BORE01137,Arts culinaires - cuisinier,TRUE,TRUE,TRUE
C-43107,SW,STCL,STCL01152,Culinary Skills - Chef Training,TRUE,FALSE,FALSE
C-43107,GTA,HUMB,HUMB01164,Culinary Skills,TRUE,TRUE,TRUE
C-43107,SE,SLAW,SLAW01176,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,CE,GEOR,GEOR01183,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,CE,NIAG,NIAG01183,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,GTA,DURH,DURH01186,Culinary Skills,TRUE,TRUE,TRUE
C-43107,SE,SSFL,SSFL01205,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,SW,FANS,FANS01242,Culinary Skills - Chef Training,TRUE,TRUE,TRUE
C-43107,GTA,GRBR,GRBR01260,Assistant Cook,TRUE,TRUE,TRUE
