Variable Name (Nom de la variable),English Description,Description français
NOC_CODE_RANK,Rank Percentage,Pourcentage de rang
NOC_CODE_PERCENTAGE ,Percentage,Pourcentage
NOC_CODE,NOC Code,Code de CNP
NOC_DESCRIPTION_ENGLISH,Occupation Name,Titre de la profession
NAICS _DESCRIPTION_FRENCH,Occupation Name,Titre de la profession
